# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_sRNA.txt" "ShortStack_1701260578/merged_alignments.bam" 
Geneid	Chr	Start	End	Strand	Length	ShortStack_1701260578/merged_alignments.bam
contig_31_np1212:910001..912500	contig_31_np1212	910001	912500	+	2500	2
contig_31_np1212:912501..915000	contig_31_np1212	912501	915000	+	2500	2
contig_31_np1212:915001..917500	contig_31_np1212	915001	917500	+	2500	8
contig_31_np1212:917501..920000	contig_31_np1212	917501	920000	+	2500	4
contig_31_np1212:920001..922500	contig_31_np1212	920001	922500	+	2500	13
contig_31_np1212:922501..925000	contig_31_np1212	922501	925000	+	2500	2
contig_31_np1212:925001..927500	contig_31_np1212	925001	927500	+	2500	4
contig_31_np1212:927501..930000	contig_31_np1212	927501	930000	+	2500	12
contig_31_np1212:930001..932500	contig_31_np1212	930001	932500	+	2500	10
contig_31_np1212:932501..935000	contig_31_np1212	932501	935000	+	2500	12
contig_31_np1212:935001..937500	contig_31_np1212	935001	937500	+	2500	6115
contig_31_np1212:937501..940000	contig_31_np1212	937501	940000	+	2500	14
contig_31_np1212:940001..942500	contig_31_np1212	940001	942500	+	2500	3
contig_31_np1212:942501..945000	contig_31_np1212	942501	945000	+	2500	10
contig_31_np1212:945001..947500	contig_31_np1212	945001	947500	+	2500	13
contig_31_np1212:947501..950000	contig_31_np1212	947501	950000	+	2500	53.50
contig_31_np1212:950001..952500	contig_31_np1212	950001	952500	+	2500	60.50
contig_31_np1212:952501..955000	contig_31_np1212	952501	955000	+	2500	27
contig_31_np1212:955001..957500	contig_31_np1212	955001	957500	+	2500	19
contig_31_np1212:957501..960000	contig_31_np1212	957501	960000	+	2500	7
contig_31_np1212:960001..962500	contig_31_np1212	960001	962500	+	2500	23
contig_31_np1212:962501..965000	contig_31_np1212	962501	965000	+	2500	173
contig_31_np1212:965001..967500	contig_31_np1212	965001	967500	+	2500	9
contig_31_np1212:967501..970000	contig_31_np1212	967501	970000	+	2500	30
contig_31_np1212:970001..972500	contig_31_np1212	970001	972500	+	2500	12
contig_31_np1212:972501..975000	contig_31_np1212	972501	975000	+	2500	6
contig_31_np1212:975001..977500	contig_31_np1212	975001	977500	+	2500	39
contig_31_np1212:977501..980000	contig_31_np1212	977501	980000	+	2500	4.50
contig_31_np1212:980001..982500	contig_31_np1212	980001	982500	+	2500	28.50
contig_31_np1212:982501..985000	contig_31_np1212	982501	985000	+	2500	8
contig_31_np1212:985001..987500	contig_31_np1212	985001	987500	+	2500	2
contig_31_np1212:987501..990000	contig_31_np1212	987501	990000	+	2500	62
contig_31_np1212:990001..992500	contig_31_np1212	990001	992500	+	2500	95
contig_31_np1212:992501..995000	contig_31_np1212	992501	995000	+	2500	16
contig_31_np1212:995001..997500	contig_31_np1212	995001	997500	+	2500	6
contig_31_np1212:997501..1000000	contig_31_np1212	997501	1000000	+	2500	9
contig_31_np1212:1000001..1002500	contig_31_np1212	1000001	1002500	+	2500	32
contig_31_np1212:1002501..1005000	contig_31_np1212	1002501	1005000	+	2500	6
contig_31_np1212:1005001..1007500	contig_31_np1212	1005001	1007500	+	2500	32
contig_31_np1212:1007501..1010000	contig_31_np1212	1007501	1010000	+	2500	24
contig_31_np1212:1010001..1012500	contig_31_np1212	1010001	1012500	+	2500	47
contig_31_np1212:1012501..1015000	contig_31_np1212	1012501	1015000	+	2500	0
contig_31_np1212:1015001..1017500	contig_31_np1212	1015001	1017500	+	2500	2
contig_31_np1212:1017501..1020000	contig_31_np1212	1017501	1020000	+	2500	12
contig_31_np1212:1020001..1022500	contig_31_np1212	1020001	1022500	+	2500	44
contig_31_np1212:1022501..1025000	contig_31_np1212	1022501	1025000	+	2500	32
contig_31_np1212:1025001..1027500	contig_31_np1212	1025001	1027500	+	2500	18
contig_31_np1212:1027501..1030000	contig_31_np1212	1027501	1030000	+	2500	6
contig_31_np1212:1030001..1032500	contig_31_np1212	1030001	1032500	+	2500	5
contig_31_np1212:1032501..1035000	contig_31_np1212	1032501	1035000	+	2500	2
contig_31_np1212:1035001..1037500	contig_31_np1212	1035001	1037500	+	2500	7
contig_31_np1212:1037501..1040000	contig_31_np1212	1037501	1040000	+	2500	22
contig_31_np1212:1040001..1042500	contig_31_np1212	1040001	1042500	+	2500	48
contig_31_np1212:1042501..1045000	contig_31_np1212	1042501	1045000	+	2500	59.50
contig_31_np1212:1045001..1047500	contig_31_np1212	1045001	1047500	+	2500	925.50
contig_31_np1212:1047501..1050000	contig_31_np1212	1047501	1050000	+	2500	489
contig_31_np1212:1050001..1052500	contig_31_np1212	1050001	1052500	+	2500	2271
contig_31_np1212:1052501..1055000	contig_31_np1212	1052501	1055000	+	2500	5
contig_31_np1212:1055001..1057500	contig_31_np1212	1055001	1057500	+	2500	28
contig_31_np1212:1057501..1060000	contig_31_np1212	1057501	1060000	+	2500	39.50
contig_31_np1212:1060001..1062500	contig_31_np1212	1060001	1062500	+	2500	52.50
contig_31_np1212:1062501..1065000	contig_31_np1212	1062501	1065000	+	2500	17
contig_31_np1212:1065001..1067500	contig_31_np1212	1065001	1067500	+	2500	10
contig_31_np1212:1067501..1070000	contig_31_np1212	1067501	1070000	+	2500	30
contig_31_np1212:1070001..1072500	contig_31_np1212	1070001	1072500	+	2500	10
contig_31_np1212:1072501..1075000	contig_31_np1212	1072501	1075000	+	2500	16
contig_31_np1212:1075001..1077500	contig_31_np1212	1075001	1077500	+	2500	33
contig_31_np1212:1077501..1080000	contig_31_np1212	1077501	1080000	+	2500	8
contig_31_np1212:1080001..1082500	contig_31_np1212	1080001	1082500	+	2500	36
contig_31_np1212:1082501..1085000	contig_31_np1212	1082501	1085000	+	2500	28
contig_31_np1212:1085001..1087500	contig_31_np1212	1085001	1087500	+	2500	9
contig_31_np1212:1087501..1090000	contig_31_np1212	1087501	1090000	+	2500	6.50
contig_31_np1212:1090001..1092500	contig_31_np1212	1090001	1092500	+	2500	20.50
contig_31_np1212:1092501..1095000	contig_31_np1212	1092501	1095000	+	2500	50
contig_31_np1212:1095001..1097500	contig_31_np1212	1095001	1097500	+	2500	36
contig_31_np1212:1097501..1100000	contig_31_np1212	1097501	1100000	+	2500	24
contig_31_np1212:1100001..1102500	contig_31_np1212	1100001	1102500	+	2500	26
contig_31_np1212:1102501..1105000	contig_31_np1212	1102501	1105000	+	2500	7.50
contig_31_np1212:1105001..1107500	contig_31_np1212	1105001	1107500	+	2500	5.50
contig_31_np1212:1107501..1110000	contig_31_np1212	1107501	1110000	+	2500	17
contig_31_np1212:1110001..1112500	contig_31_np1212	1110001	1112500	+	2500	75
contig_31_np1212:1112501..1115000	contig_31_np1212	1112501	1115000	+	2500	42
contig_31_np1212:1115001..1117500	contig_31_np1212	1115001	1117500	+	2500	5
contig_31_np1212:1117501..1120000	contig_31_np1212	1117501	1120000	+	2500	1
contig_31_np1212:1120001..1122500	contig_31_np1212	1120001	1122500	+	2500	3
contig_31_np1212:1122501..1125000	contig_31_np1212	1122501	1125000	+	2500	36
contig_31_np1212:1125001..1127500	contig_31_np1212	1125001	1127500	+	2500	78
contig_31_np1212:1127501..1130000	contig_31_np1212	1127501	1130000	+	2500	78
contig_31_np1212:1130001..1132500	contig_31_np1212	1130001	1132500	+	2500	33
contig_31_np1212:1132501..1135000	contig_31_np1212	1132501	1135000	+	2500	7
contig_31_np1212:1135001..1137500	contig_31_np1212	1135001	1137500	+	2500	8
contig_31_np1212:1137501..1140000	contig_31_np1212	1137501	1140000	+	2500	66
contig_31_np1212:1140001..1142500	contig_31_np1212	1140001	1142500	+	2500	317
contig_31_np1212:1142501..1145000	contig_31_np1212	1142501	1145000	+	2500	7
contig_31_np1212:1145001..1147500	contig_31_np1212	1145001	1147500	+	2500	334
contig_31_np1212:1147501..1150000	contig_31_np1212	1147501	1150000	+	2500	4
contig_31_np1212:1150001..1152500	contig_31_np1212	1150001	1152500	+	2500	615
contig_31_np1212:1152501..1155000	contig_31_np1212	1152501	1155000	+	2500	72
contig_31_np1212:1155001..1157500	contig_31_np1212	1155001	1157500	+	2500	8.50
contig_31_np1212:1157501..1160000	contig_31_np1212	1157501	1160000	+	2500	11.50
contig_31_np1212:1160001..1162500	contig_31_np1212	1160001	1162500	+	2500	891
contig_31_np1212:1162501..1165000	contig_31_np1212	1162501	1165000	+	2500	201
contig_31_np1212:1165001..1167500	contig_31_np1212	1165001	1167500	+	2500	78
contig_31_np1212:1167501..1170000	contig_31_np1212	1167501	1170000	+	2500	8
contig_31_np1212:1170001..1172500	contig_31_np1212	1170001	1172500	+	2500	9
contig_31_np1212:1172501..1175000	contig_31_np1212	1172501	1175000	+	2500	28
contig_31_np1212:1175001..1177500	contig_31_np1212	1175001	1177500	+	2500	46
contig_31_np1212:1177501..1180000	contig_31_np1212	1177501	1180000	+	2500	194.50
contig_31_np1212:1180001..1182500	contig_31_np1212	1180001	1182500	+	2500	27
contig_31_np1212:1182501..1185000	contig_31_np1212	1182501	1185000	+	2500	37.50
contig_31_np1212:1185001..1187500	contig_31_np1212	1185001	1187500	+	2500	15
contig_31_np1212:1187501..1190000	contig_31_np1212	1187501	1190000	+	2500	19
contig_31_np1212:1190001..1192500	contig_31_np1212	1190001	1192500	+	2500	12
contig_31_np1212:1192501..1195000	contig_31_np1212	1192501	1195000	+	2500	5
contig_31_np1212:1195001..1197500	contig_31_np1212	1195001	1197500	+	2500	22
contig_31_np1212:1197501..1200000	contig_31_np1212	1197501	1200000	+	2500	46.50
contig_31_np1212:1200001..1202500	contig_31_np1212	1200001	1202500	+	2500	47.50
contig_31_np1212:1202501..1205000	contig_31_np1212	1202501	1205000	+	2500	49.50
contig_31_np1212:1205001..1207500	contig_31_np1212	1205001	1207500	+	2500	174
contig_31_np1212:1207501..1210000	contig_31_np1212	1207501	1210000	+	2500	132.50
contig_31_np1212:1210001..1212500	contig_31_np1212	1210001	1212500	+	2500	18
contig_31_np1212:1212501..1215000	contig_31_np1212	1212501	1215000	+	2500	15
contig_31_np1212:1215001..1217500	contig_31_np1212	1215001	1217500	+	2500	1
contig_31_np1212:1217501..1220000	contig_31_np1212	1217501	1220000	+	2500	1
contig_31_np1212:1220001..1222500	contig_31_np1212	1220001	1222500	+	2500	13
contig_31_np1212:1222501..1225000	contig_31_np1212	1222501	1225000	+	2500	40
contig_31_np1212:1225001..1227500	contig_31_np1212	1225001	1227500	+	2500	21
contig_31_np1212:1227501..1230000	contig_31_np1212	1227501	1230000	+	2500	24
contig_31_np1212:1230001..1232500	contig_31_np1212	1230001	1232500	+	2500	10
contig_31_np1212:1232501..1235000	contig_31_np1212	1232501	1235000	+	2500	6
contig_31_np1212:1235001..1237500	contig_31_np1212	1235001	1237500	+	2500	7969.50
contig_31_np1212:1237501..1240000	contig_31_np1212	1237501	1240000	+	2500	296.50
contig_31_np1212:1240001..1242500	contig_31_np1212	1240001	1242500	+	2500	5
contig_31_np1212:1242501..1245000	contig_31_np1212	1242501	1245000	+	2500	3931
contig_31_np1212:1245001..1247500	contig_31_np1212	1245001	1247500	+	2500	379
contig_31_np1212:1247501..1250000	contig_31_np1212	1247501	1250000	+	2500	3
contig_31_np1212:1250001..1252500	contig_31_np1212	1250001	1252500	+	2500	61
contig_31_np1212:1252501..1255000	contig_31_np1212	1252501	1255000	+	2500	796
contig_31_np1212:1255001..1257500	contig_31_np1212	1255001	1257500	+	2500	21
contig_31_np1212:1257501..1260000	contig_31_np1212	1257501	1260000	+	2500	2703
contig_31_np1212:1260001..1262500	contig_31_np1212	1260001	1262500	+	2500	18
contig_31_np1212:1262501..1265000	contig_31_np1212	1262501	1265000	+	2500	25
contig_31_np1212:1265001..1267500	contig_31_np1212	1265001	1267500	+	2500	16
contig_31_np1212:1267501..1270000	contig_31_np1212	1267501	1270000	+	2500	18
contig_31_np1212:1270001..1272500	contig_31_np1212	1270001	1272500	+	2500	12.50
contig_31_np1212:1272501..1275000	contig_31_np1212	1272501	1275000	+	2500	19.50
contig_31_np1212:1275001..1277500	contig_31_np1212	1275001	1277500	+	2500	3166
contig_31_np1212:1277501..1280000	contig_31_np1212	1277501	1280000	+	2500	22
contig_31_np1212:1280001..1282500	contig_31_np1212	1280001	1282500	+	2500	18
contig_31_np1212:1282501..1285000	contig_31_np1212	1282501	1285000	+	2500	2
contig_31_np1212:1285001..1287500	contig_31_np1212	1285001	1287500	+	2500	8
contig_31_np1212:1287501..1290000	contig_31_np1212	1287501	1290000	+	2500	11
contig_31_np1212:1290001..1292500	contig_31_np1212	1290001	1292500	+	2500	3
contig_31_np1212:1292501..1295000	contig_31_np1212	1292501	1295000	+	2500	17
contig_31_np1212:1295001..1297500	contig_31_np1212	1295001	1297500	+	2500	41
contig_31_np1212:1297501..1300000	contig_31_np1212	1297501	1300000	+	2500	5
contig_31_np1212:1300001..1302500	contig_31_np1212	1300001	1302500	+	2500	15
contig_31_np1212:1302501..1305000	contig_31_np1212	1302501	1305000	+	2500	25
contig_31_np1212:1305001..1307500	contig_31_np1212	1305001	1307500	+	2500	17
contig_31_np1212:1307501..1310000	contig_31_np1212	1307501	1310000	+	2500	89
contig_31_np1212:1310001..1312500	contig_31_np1212	1310001	1312500	+	2500	80.50
contig_31_np1212:1312501..1315000	contig_31_np1212	1312501	1315000	+	2500	174.50
contig_31_np1212:1315001..1317500	contig_31_np1212	1315001	1317500	+	2500	24
contig_31_np1212:1317501..1320000	contig_31_np1212	1317501	1320000	+	2500	40
contig_31_np1212:1320001..1322500	contig_31_np1212	1320001	1322500	+	2500	48
contig_31_np1212:1322501..1325000	contig_31_np1212	1322501	1325000	+	2500	112
contig_31_np1212:1325001..1327500	contig_31_np1212	1325001	1327500	+	2500	60
contig_31_np1212:1327501..1330000	contig_31_np1212	1327501	1330000	+	2500	12
contig_31_np1212:1330001..1332500	contig_31_np1212	1330001	1332500	+	2500	7
contig_31_np1212:1332501..1335000	contig_31_np1212	1332501	1335000	+	2500	28
contig_31_np1212:1335001..1337500	contig_31_np1212	1335001	1337500	+	2500	23.50
contig_31_np1212:1337501..1340000	contig_31_np1212	1337501	1340000	+	2500	43.50
contig_31_np1212:1340001..1342500	contig_31_np1212	1340001	1342500	+	2500	20
contig_31_np1212:1342501..1345000	contig_31_np1212	1342501	1345000	+	2500	13.50
contig_31_np1212:1345001..1347500	contig_31_np1212	1345001	1347500	+	2500	89.50
contig_31_np1212:1347501..1350000	contig_31_np1212	1347501	1350000	+	2500	99
contig_31_np1212:1350001..1352500	contig_31_np1212	1350001	1352500	+	2500	203.50
contig_31_np1212:1352501..1355000	contig_31_np1212	1352501	1355000	+	2500	369.50
contig_31_np1212:1355001..1357500	contig_31_np1212	1355001	1357500	+	2500	13.50
contig_31_np1212:1357501..1360000	contig_31_np1212	1357501	1360000	+	2500	11.50
contig_31_np1212:1360001..1362500	contig_31_np1212	1360001	1362500	+	2500	26
contig_31_np1212:1362501..1365000	contig_31_np1212	1362501	1365000	+	2500	19
contig_31_np1212:1365001..1367500	contig_31_np1212	1365001	1367500	+	2500	8
contig_31_np1212:1367501..1370000	contig_31_np1212	1367501	1370000	+	2500	5
contig_31_np1212:1370001..1372500	contig_31_np1212	1370001	1372500	+	2500	40
contig_31_np1212:1372501..1375000	contig_31_np1212	1372501	1375000	+	2500	15
contig_31_np1212:1375001..1377500	contig_31_np1212	1375001	1377500	+	2500	329
contig_31_np1212:1377501..1380000	contig_31_np1212	1377501	1380000	+	2500	1938.50
contig_31_np1212:1380001..1382500	contig_31_np1212	1380001	1382500	+	2500	1415.50
contig_31_np1212:1382501..1385000	contig_31_np1212	1382501	1385000	+	2500	372
contig_31_np1212:1385001..1387500	contig_31_np1212	1385001	1387500	+	2500	12
contig_31_np1212:1387501..1390000	contig_31_np1212	1387501	1390000	+	2500	6
contig_31_np1212:1390001..1392500	contig_31_np1212	1390001	1392500	+	2500	12
contig_31_np1212:1392501..1395000	contig_31_np1212	1392501	1395000	+	2500	18
contig_31_np1212:1395001..1397500	contig_31_np1212	1395001	1397500	+	2500	127
contig_31_np1212:1397501..1400000	contig_31_np1212	1397501	1400000	+	2500	75
contig_31_np1212:1400001..1402500	contig_31_np1212	1400001	1402500	+	2500	14
contig_31_np1212:1402501..1405000	contig_31_np1212	1402501	1405000	+	2500	49
contig_31_np1212:1405001..1407500	contig_31_np1212	1405001	1407500	+	2500	65
contig_31_np1212:1407501..1410000	contig_31_np1212	1407501	1410000	+	2500	9
contig_31_np1212:1410001..1412500	contig_31_np1212	1410001	1412500	+	2500	10
contig_31_np1212:1412501..1415000	contig_31_np1212	1412501	1415000	+	2500	28
contig_31_np1212:1415001..1417500	contig_31_np1212	1415001	1417500	+	2500	48
contig_31_np1212:1417501..1420000	contig_31_np1212	1417501	1420000	+	2500	13
contig_31_np1212:1420001..1422500	contig_31_np1212	1420001	1422500	+	2500	14
contig_31_np1212:1422501..1425000	contig_31_np1212	1422501	1425000	+	2500	337
contig_31_np1212:1425001..1427500	contig_31_np1212	1425001	1427500	+	2500	1
contig_31_np1212:1427501..1430000	contig_31_np1212	1427501	1430000	+	2500	17
contig_31_np1212:1430001..1432500	contig_31_np1212	1430001	1432500	+	2500	10
contig_31_np1212:1432501..1435000	contig_31_np1212	1432501	1435000	+	2500	19
contig_31_np1212:1435001..1437500	contig_31_np1212	1435001	1437500	+	2500	29
contig_31_np1212:1437501..1440000	contig_31_np1212	1437501	1440000	+	2500	7
contig_31_np1212:1440001..1442500	contig_31_np1212	1440001	1442500	+	2500	16
contig_31_np1212:1442501..1445000	contig_31_np1212	1442501	1445000	+	2500	10
contig_31_np1212:1445001..1447500	contig_31_np1212	1445001	1447500	+	2500	3
contig_31_np1212:1447501..1450000	contig_31_np1212	1447501	1450000	+	2500	31
contig_31_np1212:1450001..1452500	contig_31_np1212	1450001	1452500	+	2500	20
contig_31_np1212:1452501..1455000	contig_31_np1212	1452501	1455000	+	2500	60
contig_31_np1212:1455001..1457500	contig_31_np1212	1455001	1457500	+	2500	98
contig_31_np1212:1457501..1460000	contig_31_np1212	1457501	1460000	+	2500	53.50
contig_31_np1212:1460001..1462500	contig_31_np1212	1460001	1462500	+	2500	244.50
contig_31_np1212:1462501..1465000	contig_31_np1212	1462501	1465000	+	2500	45
contig_31_np1212:1465001..1467500	contig_31_np1212	1465001	1467500	+	2500	373
contig_31_np1212:1467501..1470000	contig_31_np1212	1467501	1470000	+	2500	14
contig_31_np1212:1470001..1472500	contig_31_np1212	1470001	1472500	+	2500	13
contig_31_np1212:1472501..1475000	contig_31_np1212	1472501	1475000	+	2500	22
contig_31_np1212:1475001..1477500	contig_31_np1212	1475001	1477500	+	2500	8
contig_31_np1212:1477501..1480000	contig_31_np1212	1477501	1480000	+	2500	28
contig_31_np1212:1480001..1482500	contig_31_np1212	1480001	1482500	+	2500	14
contig_31_np1212:1482501..1485000	contig_31_np1212	1482501	1485000	+	2500	366
contig_31_np1212:1485001..1487500	contig_31_np1212	1485001	1487500	+	2500	28
contig_31_np1212:1487501..1490000	contig_31_np1212	1487501	1490000	+	2500	18
contig_31_np1212:1490001..1492500	contig_31_np1212	1490001	1492500	+	2500	25
contig_31_np1212:1492501..1495000	contig_31_np1212	1492501	1495000	+	2500	112
contig_31_np1212:1495001..1497500	contig_31_np1212	1495001	1497500	+	2500	15
contig_31_np1212:1497501..1500000	contig_31_np1212	1497501	1500000	+	2500	52
contig_31_np1212:1500001..1502500	contig_31_np1212	1500001	1502500	+	2500	2083
contig_31_np1212:1502501..1505000	contig_31_np1212	1502501	1505000	+	2500	3394
