# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "--fraction" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "dfir_regions.gff" "-o" "counts/regions_dfir.txt" "star_map_dfir/Dfir-0h-A.bam" "star_map_dfir/Dfir-0h-B.bam" "star_map_dfir/Dfir-0h-C.bam" "star_map_dfir/Dfir-16h-A.bam" "star_map_dfir/Dfir-16h-B.bam" "star_map_dfir/Dfir-16h-C.bam" "star_map_dfir/Dfir-24h-A.bam" "star_map_dfir/Dfir-24h-B.bam" "star_map_dfir/Dfir-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir/Dfir-0h-A.bam	star_map_dfir/Dfir-0h-B.bam	star_map_dfir/Dfir-0h-C.bam	star_map_dfir/Dfir-16h-A.bam	star_map_dfir/Dfir-16h-B.bam	star_map_dfir/Dfir-16h-C.bam	star_map_dfir/Dfir-24h-A.bam	star_map_dfir/Dfir-24h-B.bam	star_map_dfir/Dfir-24h-C.bam
contig_31_np1212:477501..480000	contig_31_np1212	477501	480000	+	2500	4.78	14.94	11.95	17.24	3.98	32.43	50.47	5.29	40.75
contig_31_np1212:480001..482500	contig_31_np1212	480001	482500	+	2500	515.76	270.38	614.76	248.40	322.92	204.39	400.04	263.12	830.66
contig_31_np1212:482501..485000	contig_31_np1212	482501	485000	+	2500	29	310.50	71.50	15	89.50	161	48	104	836.00
contig_31_np1212:485001..487500	contig_31_np1212	485001	487500	+	2500	36.57	89.04	28.17	91.54	62.83	76.44	44.39	58.64	203.74
contig_31_np1212:487501..490000	contig_31_np1212	487501	490000	+	2500	76	169.50	59	488	186.50	244	186.50	184.50	228
contig_31_np1212:490001..492500	contig_31_np1212	490001	492500	+	2500	20.50	122	40.50	114	69	94	18	107.50	185.50
contig_31_np1212:492501..495000	contig_31_np1212	492501	495000	+	2500	6	63	11	50	56.50	46.50	28	48.50	102.50
contig_31_np1212:495001..497500	contig_31_np1212	495001	497500	+	2500	3191	705	1740.50	904	295	643.50	906	803	942.50
contig_31_np1212:497501..500000	contig_31_np1212	497501	500000	+	2500	96.33	199.00	91.07	121.33	149.17	221.17	134.00	114.67	407.67
contig_31_np1212:500001..502500	contig_31_np1212	500001	502500	+	2500	60.12	42	54.65	95.27	22	32	40	47.25	107.90
contig_31_np1212:502501..505000	contig_31_np1212	502501	505000	+	2500	189.34	167.96	132.56	46.04	6.95	11.64	19.39	7.76	119.60
contig_31_np1212:505001..507500	contig_31_np1212	505001	507500	+	2500	2373.58	870.07	1256.21	206.30	395.44	105.65	453.86	920.11	1456.53
contig_31_np1212:507501..510000	contig_31_np1212	507501	510000	+	2500	194	923	122	8	8	34	103.50	71	1000.50
contig_31_np1212:510001..512500	contig_31_np1212	510001	512500	+	2500	346.50	1781.50	356.50	28	23.50	164	381.50	173.50	2602
contig_31_np1212:512501..515000	contig_31_np1212	512501	515000	+	2500	1624.50	71885.50	59064.00	891.50	23929.00	19951.50	7156.00	8942	96118.75
contig_31_np1212:515001..517500	contig_31_np1212	515001	517500	+	2500	4029.00	3006.00	3782.00	456	378.00	643.50	519.50	342.50	3494.00
contig_31_np1212:517501..520000	contig_31_np1212	517501	520000	+	2500	1705.50	598.50	1309	1151.50	169	411	274.50	221.50	1096.75
contig_31_np1212:520001..522500	contig_31_np1212	520001	522500	+	2500	952	2038.50	1444.50	989	1292.50	889	661.50	598.50	2662.50
contig_31_np1212:522501..525000	contig_31_np1212	522501	525000	+	2500	1042.50	2460.00	1695.50	2563.83	319.50	1142	745.83	1489	5334.60
contig_31_np1212:525001..527500	contig_31_np1212	525001	527500	+	2500	3397	8774.25	4617.50	10706.75	2520	4004	3231.96	7836.50	23434.50
contig_31_np1212:527501..530000	contig_31_np1212	527501	530000	+	2500	1398.50	2069.75	709	2098.75	1465.50	1742.00	1967.96	1891	3580.50
contig_31_np1212:530001..532500	contig_31_np1212	530001	532500	+	2500	37535.50	11328	22415	9635	13107.50	4533	5030.58	3897.50	11559.50
contig_31_np1212:532501..535000	contig_31_np1212	532501	535000	+	2500	225.50	318	223.50	257	102	204.50	379	187	503.50
contig_31_np1212:535001..537500	contig_31_np1212	535001	537500	+	2500	287	303	313.50	311.50	215	88.50	136.50	96	447.50
contig_31_np1212:537501..540000	contig_31_np1212	537501	540000	+	2500	644	1129	813	574	1748.50	213	269.50	179	1415.50
contig_31_np1212:540001..542500	contig_31_np1212	540001	542500	+	2500	40122.00	43506.00	116934.50	1826.50	3149	1454.00	3214.50	886	30031
contig_31_np1212:542501..545000	contig_31_np1212	542501	545000	+	2500	1476.50	267	804.50	252.67	144	106	26.67	48	1266.50
contig_31_np1212:545001..547500	contig_31_np1212	545001	547500	+	2500	359.13	146.34	215.94	79.93	48.19	24.27	41.22	37.70	231.90
contig_31_np1212:547501..550000	contig_31_np1212	547501	550000	+	2500	290	441	306	731	294	210.50	169	165.50	850
contig_31_np1212:550001..552500	contig_31_np1212	550001	552500	+	2500	148.28	365.89	152	525.00	212.67	175.25	145.67	86.33	730.67
contig_31_np1212:552501..555000	contig_31_np1212	552501	555000	+	2500	31074	9738	13625.50	21044	16759	8844.00	21961.50	10068	18466.00
contig_31_np1212:555001..557500	contig_31_np1212	555001	557500	+	2500	4678	1274.50	3290.50	1698.50	2099	916	1337.50	745.50	1381.50
contig_31_np1212:557501..560000	contig_31_np1212	557501	560000	+	2500	127	441.50	65.50	390	217	317.50	217	129.50	1623.50
contig_31_np1212:560001..562500	contig_31_np1212	560001	562500	+	2500	52	868.50	138	516.50	500.50	714.50	348	246.50	2845.50
contig_31_np1212:562501..565000	contig_31_np1212	562501	565000	+	2500	26714	6425.33	7636.45	8682	5406.50	2425.80	7286.50	2972	5040.07
contig_31_np1212:565001..567500	contig_31_np1212	565001	567500	+	2500	24837.00	6230.50	7399.00	4876	4096.50	1376	4971	1429.50	3803.50
contig_31_np1212:567501..570000	contig_31_np1212	567501	570000	+	2500	38	355	124	219.80	478.64	830.34	259.20	238.50	1241.79
contig_31_np1212:570001..572500	contig_31_np1212	570001	572500	+	2500	9503.83	1903.67	3350.00	43005.48	42231.00	22911.62	48777.42	15250.00	9786.33
contig_31_np1212:572501..575000	contig_31_np1212	572501	575000	+	2500	24.83	7.33	12	161.36	215.50	153.50	177.33	61	50.00
contig_31_np1212:575001..577500	contig_31_np1212	575001	577500	+	2500	113.33	150.83	69.50	237.00	86.75	140.50	197.08	105	295.50
contig_31_np1212:577501..580000	contig_31_np1212	577501	580000	+	2500	3198.50	2583.50	3072.00	3458.50	3866	2300.50	2626	1523	3217
contig_31_np1212:580001..582500	contig_31_np1212	580001	582500	+	2500	3720.50	2938.50	3950.75	3647.25	3622.00	2436.25	3090	1668.00	3972.50
contig_31_np1212:582501..585000	contig_31_np1212	582501	585000	+	2500	17284.50	117341.00	238267.25	1301.25	3940.00	4720.75	3571	2757	95085.75
contig_31_np1212:585001..587500	contig_31_np1212	585001	587500	+	2500	567.50	1181.00	735.50	272.50	679.50	489.50	436	337	1137.25
contig_31_np1212:587501..590000	contig_31_np1212	587501	590000	+	2500	112	328	228	826.50	2129	1278	935.50	669.50	1514.50
contig_31_np1212:590001..592500	contig_31_np1212	590001	592500	+	2500	628	973.50	589	2203.50	1047	2273	2085	813	2184.50
contig_31_np1212:592501..595000	contig_31_np1212	592501	595000	+	2500	108.50	796.50	534.50	309	814.50	802	226.50	214	1002
contig_31_np1212:595001..597500	contig_31_np1212	595001	597500	+	2500	621.50	939.50	469.50	875	614.50	616	617.50	457.50	1050
contig_31_np1212:597501..600000	contig_31_np1212	597501	600000	+	2500	1773.08	530.79	1554.54	391.60	576.70	125.13	128.34	101.22	331.93
contig_31_np1212:600001..602500	contig_31_np1212	600001	602500	+	2500	0	0	0	7	2	4	0	2	0
contig_31_np1212:602501..605000	contig_31_np1212	602501	605000	+	2500	18	26	32	269.50	153.50	126	164.50	166.50	133
contig_31_np1212:605001..607500	contig_31_np1212	605001	607500	+	2500	89	90.75	50	725.25	291.61	532.00	328.90	461	158.83
contig_31_np1212:607501..610000	contig_31_np1212	607501	610000	+	2500	389	5970	3070	2580.25	9415.25	1714.50	1132	1284.50	8432.50
contig_31_np1212:610001..612500	contig_31_np1212	610001	612500	+	2500	19.67	4019.50	1952	1452.25	3485.42	1011.25	590.67	756.50	5622
contig_31_np1212:612501..615000	contig_31_np1212	612501	615000	+	2500	1234.50	48	134.33	134306.10	33927.33	137621.07	289347.41	75501.66	4088.33
contig_31_np1212:615001..617500	contig_31_np1212	615001	617500	+	2500	3700.33	675.50	844.67	118692.56	31362.00	101568.91	273824.91	50910.33	4391.67
contig_31_np1212:617501..620000	contig_31_np1212	617501	620000	+	2500	9138.50	4780.50	6269	3294.25	2494	1990.25	3133	2033.50	6323
contig_31_np1212:620001..622500	contig_31_np1212	620001	622500	+	2500	801	529	1504.50	162.83	370.50	279	119.50	178	441
contig_31_np1212:622501..625000	contig_31_np1212	622501	625000	+	2500	19	434.50	500.50	82.50	525	301	41	138	483.50
contig_31_np1212:625001..627500	contig_31_np1212	625001	627500	+	2500	236.50	627.50	613	252	602.50	478	317.50	292.75	2027.50
contig_31_np1212:627501..630000	contig_31_np1212	627501	630000	+	2500	4965.75	2057	3816.50	505	732	846.50	838.50	723.25	5527
contig_31_np1212:630001..632500	contig_31_np1212	630001	632500	+	2500	6631.00	1656	4147.50	1379.50	811	816.50	1208.50	915	1729.50
contig_31_np1212:632501..635000	contig_31_np1212	632501	635000	+	2500	5242.25	2627.50	2550.00	4446.50	1921	2481.50	4678.00	1701.50	4271.50
contig_31_np1212:635001..637500	contig_31_np1212	635001	637500	+	2500	47.50	28.50	19	44928	449	5265.50	10822.50	20373.50	2489
contig_31_np1212:637501..640000	contig_31_np1212	637501	640000	+	2500	6480	1073	832	526	134.25	306	777.50	509	306.25
contig_31_np1212:640001..642500	contig_31_np1212	640001	642500	+	2500	77	246	45.50	483	50.50	468.50	493.50	428	446.75
contig_31_np1212:642501..645000	contig_31_np1212	642501	645000	+	2500	323	3368	549.50	5665	1225.75	6638	9087.50	5040	5394
contig_31_np1212:645001..647500	contig_31_np1212	645001	647500	+	2500	912.50	3531.50	703	6262.50	1902.50	8143	11445.50	5406	6182.50
contig_31_np1212:647501..650000	contig_31_np1212	647501	650000	+	2500	450.50	2048.50	404	1262.50	798	536	236	408	6790.50
contig_31_np1212:650001..652500	contig_31_np1212	650001	652500	+	2500	227.47	712.50	149.42	383.75	155	133.50	54	128.50	2412.50
contig_31_np1212:652501..655000	contig_31_np1212	652501	655000	+	2500	1724.06	543.75	752.17	629	131	207	524	169.50	933.50
contig_31_np1212:655001..657500	contig_31_np1212	655001	657500	+	2500	84861.72	21140.75	33897.92	16743.75	12845	9245.38	18132.75	7143.00	31319.00
contig_31_np1212:657501..660000	contig_31_np1212	657501	660000	+	2500	265.75	163	247.50	438.50	162	354.62	430.75	203	515
contig_31_np1212:660001..662500	contig_31_np1212	660001	662500	+	2500	14.50	288	92	32.50	15	44.50	30.50	18	251.50
contig_31_np1212:662501..665000	contig_31_np1212	662501	665000	+	2500	67.35	1885.50	347.28	237.86	60.78	525.04	328.28	182.93	2614.46
contig_31_np1212:665001..667500	contig_31_np1212	665001	667500	+	2500	297	868	227	202.50	10	220	298	186	1453.50
contig_31_np1212:667501..670000	contig_31_np1212	667501	670000	+	2500	3956.50	3398.75	3869	416	552.50	338	573.50	358	2649
contig_31_np1212:670001..672500	contig_31_np1212	670001	672500	+	2500	534.50	2159.75	655.50	5901.50	9364.25	23381	11523	5833.50	5136.50
contig_31_np1212:672501..675000	contig_31_np1212	672501	675000	+	2500	215.50	1843.50	486.50	4244	6369.25	17331.50	9873.50	4769.67	4217.50
contig_31_np1212:675001..677500	contig_31_np1212	675001	677500	+	2500	1957.50	818.50	983	1804	548	2699.50	2938.50	1021.50	1138.50
contig_31_np1212:677501..680000	contig_31_np1212	677501	680000	+	2500	4559	3844.00	1689.50	1401.50	448	1260	1427.80	695.50	743.50
contig_31_np1212:680001..682500	contig_31_np1212	680001	682500	+	2500	10081.50	7419	3123	2435	1849	2523	2596	1358.50	1276.50
contig_31_np1212:682501..685000	contig_31_np1212	682501	685000	+	2500	63	1335.50	663.50	67	1705.67	1161.64	417.20	448.50	1895.00
contig_31_np1212:685001..687500	contig_31_np1212	685001	687500	+	2500	8	560.50	177.50	31	561	408.50	140	188.50	782
contig_31_np1212:687501..690000	contig_31_np1212	687501	690000	+	2500	39	281	153.50	155	749.50	485	215	285	447.50
contig_31_np1212:690001..692500	contig_31_np1212	690001	692500	+	2500	176	342	304.50	241	267.50	289.50	225	110.50	503.50
contig_31_np1212:692501..695000	contig_31_np1212	692501	695000	+	2500	45.20	409.50	322.50	149.67	486.22	336.76	207	135.72	619.10
contig_31_np1212:695001..697500	contig_31_np1212	695001	697500	+	2500	1023	772.25	789	193.50	105	172.50	342	164	893
contig_31_np1212:697501..700000	contig_31_np1212	697501	700000	+	2500	12144.75	12689.25	18046	6409.50	5249	6052	12821.50	8368	9317.50
contig_31_np1212:700001..702500	contig_31_np1212	700001	702500	+	2500	1089.71	406.50	439.93	1663.50	1047.25	1021.00	1433.00	636.25	835.50
contig_31_np1212:702501..705000	contig_31_np1212	702501	705000	+	2500	1835.46	459	1048.43	290.00	114.50	288.00	475.50	274.75	1452.00
contig_31_np1212:705001..707500	contig_31_np1212	705001	707500	+	2500	545.50	103.50	377	1492.50	1125.75	842.50	1530.50	1222.50	1096.50
contig_31_np1212:707501..710000	contig_31_np1212	707501	710000	+	2500	654	3107	1494.50	6433.50	1453	5637.50	11931.25	8611	9013.50
contig_31_np1212:710001..712500	contig_31_np1212	710001	712500	+	2500	560.50	1604.50	540	599.50	136.00	485	951	852	1396.50
contig_31_np1212:712501..715000	contig_31_np1212	712501	715000	+	2500	2562.00	1550.50	1461.50	897	11417.00	255.00	318.25	214.25	924.50
contig_31_np1212:715001..717500	contig_31_np1212	715001	717500	+	2500	649.50	1494.50	610.50	1234	2779.50	1963	1643.50	1635.50	4458.50
contig_31_np1212:717501..720000	contig_31_np1212	717501	720000	+	2500	69.50	1893.50	294	885	1509.50	2390	1246	1161.25	5794
contig_31_np1212:720001..722500	contig_31_np1212	720001	722500	+	2500	4	1014	76	265	623	1062.50	395	435.50	3078
contig_31_np1212:722501..725000	contig_31_np1212	722501	725000	+	2500	2	497	39	83	380	531.50	155	131.50	1338.50
contig_31_np1212:725001..727500	contig_31_np1212	725001	727500	+	2500	25	467	70	272	900	603.50	337	210.50	1249
contig_31_np1212:727501..730000	contig_31_np1212	727501	730000	+	2500	169	306	97	483	823	450.50	372.50	173.50	895
contig_31_np1212:730001..732500	contig_31_np1212	730001	732500	+	2500	45576.00	6656.00	25071.00	10600	13252.00	3520	7053	4174	5538
contig_31_np1212:732501..735000	contig_31_np1212	732501	735000	+	2500	1399.50	173.50	594	42418.50	6114	11868.50	30787.00	25148.00	6980.75
contig_31_np1212:735001..737500	contig_31_np1212	735001	737500	+	2500	222.50	51	90	5645.50	887	1677	4099	3952	996.50
contig_31_np1212:737501..740000	contig_31_np1212	737501	740000	+	2500	400	247.50	277	1676	102	258.50	581.50	455.50	1063.75
contig_31_np1212:740001..742500	contig_31_np1212	740001	742500	+	2500	20.76	11.67	12.67	125.00	18	81.00	159.50	108.67	87.08
contig_31_np1212:742501..745000	contig_31_np1212	742501	745000	+	2500	65.50	189.17	90.50	121.00	124.75	81.00	116.42	93.33	172.08
contig_31_np1212:745001..747500	contig_31_np1212	745001	747500	+	2500	2675.36	757.05	2082.31	653.95	1478.35	223.16	289.68	152.58	465.50
contig_31_np1212:747501..750000	contig_31_np1212	747501	750000	+	2500	717.54	243.26	468.18	178.47	532.61	66.72	59.18	44.67	286.98
contig_31_np1212:750001..752500	contig_31_np1212	750001	752500	+	2500	71	147	8	264.50	727.50	104	39	13	508
contig_31_np1212:752501..755000	contig_31_np1212	752501	755000	+	2500	32	6.25	18	84	108	130	94	76	200
contig_31_np1212:755001..757500	contig_31_np1212	755001	757500	+	2500	11	99.25	73.50	55	39.50	38	24	33	651.00
contig_31_np1212:757501..760000	contig_31_np1212	757501	760000	+	2500	144	174.50	139.50	208	556.50	152	124	153	1109
contig_31_np1212:760001..762500	contig_31_np1212	760001	762500	+	2500	29.50	152.50	109.17	216.50	1313	1508.83	679	531.33	1505.17
contig_31_np1212:762501..765000	contig_31_np1212	762501	765000	+	2500	12	186	100	82	1005	1290.50	334	335.50	919
contig_31_np1212:765001..767500	contig_31_np1212	765001	767500	+	2500	125	8.30	32.40	964	191	239.50	632	322.50	183
contig_31_np1212:767501..770000	contig_31_np1212	767501	770000	+	2500	134.33	65.80	151.00	960.75	242.50	284.00	108.75	59.83	91.42
contig_31_np1212:770001..772500	contig_31_np1212	770001	772500	+	2500	28	166	26.50	2359.50	475	598.50	193	151.50	213
contig_31_np1212:772501..775000	contig_31_np1212	772501	775000	+	2500	123.50	211.25	87.03	2669.58	1034.83	836.17	351.08	201.33	234.75
contig_31_np1212:775001..777500	contig_31_np1212	775001	777500	+	2500	9.87	15.00	19.73	8.67	24.33	33	26.67	13.33	142.67
contig_31_np1212:777501..780000	contig_31_np1212	777501	780000	+	2500	0	0	0	0	1	2	0	0	6
contig_31_np1212:780001..782500	contig_31_np1212	780001	782500	+	2500	124.67	122.25	157.80	145	387	198.17	86.50	125.50	249
contig_31_np1212:782501..785000	contig_31_np1212	782501	785000	+	2500	667.33	578.46	660.00	449.69	294.42	255.42	346.17	232.81	655.40
contig_31_np1212:785001..787500	contig_31_np1212	785001	787500	+	2500	1210	22648.75	5326.50	430.50	4150.50	3226	1863.50	2963.50	18289
contig_31_np1212:787501..790000	contig_31_np1212	787501	790000	+	2500	3338.00	10923	12714	7971.50	21875.50	10319	9477.50	8545.50	24157.50
contig_31_np1212:790001..792500	contig_31_np1212	790001	792500	+	2500	1104.50	967	1626	2010.50	2465.50	1913.50	2432.50	1528.50	3008.50
contig_31_np1212:792501..795000	contig_31_np1212	792501	795000	+	2500	1302.50	599	1149.50	751	650.50	608.50	905	549	984.50
contig_31_np1212:795001..797500	contig_31_np1212	795001	797500	+	2500	1377	3379.50	1635.50	1796	1767.50	1527	2308.50	1313.50	2258.50
contig_31_np1212:797501..800000	contig_31_np1212	797501	800000	+	2500	1454	1283.50	1059	1288	1479.50	802	1147	747	1171
contig_31_np1212:800001..802500	contig_31_np1212	800001	802500	+	2500	479	257.50	357.50	467.50	225.50	258	358	191	316
contig_31_np1212:802501..805000	contig_31_np1212	802501	805000	+	2500	218	694.50	498.50	251	122.50	512.50	137.50	114	919.50
contig_31_np1212:805001..807500	contig_31_np1212	805001	807500	+	2500	6.19	877.86	500.29	53.50	138.19	506.12	96.59	94.65	1140.82
contig_31_np1212:807501..810000	contig_31_np1212	807501	810000	+	2500	150.90	90	79.17	352.33	823.00	214.96	310.79	99	200.83
contig_31_np1212:810001..812500	contig_31_np1212	810001	812500	+	2500	69.97	31.01	61.18	201.89	336.25	87.10	121.77	84.64	104.52
contig_31_np1212:812501..815000	contig_31_np1212	812501	815000	+	2500	0	0	0	0.50	0	0	0	0	0
contig_31_np1212:815001..817500	contig_31_np1212	815001	817500	+	2500	317.50	712	457.50	393.50	465.50	271.50	184.50	101.50	665.50
contig_31_np1212:817501..820000	contig_31_np1212	817501	820000	+	2500	347	374	220.50	707.00	297.50	477.50	891.50	1007.50	476.50
contig_31_np1212:820001..822500	contig_31_np1212	820001	822500	+	2500	685.50	1172	265	474.00	403	404.50	619.50	656	1283
contig_31_np1212:822501..825000	contig_31_np1212	822501	825000	+	2500	7727	6097.50	2827.50	4281.50	2611	2386.50	3463	4277	5912
contig_31_np1212:825001..827500	contig_31_np1212	825001	827500	+	2500	8431	7139.50	3066.75	3925	1193	2356	3122.50	3645	6320
contig_31_np1212:827501..830000	contig_31_np1212	827501	830000	+	2500	6519.50	1299	2069.75	4116	2926	1836	2455.50	1845	3688
contig_31_np1212:830001..832500	contig_31_np1212	830001	832500	+	2500	1045	368	355.50	1730.50	1147	891	1006.50	771.50	854.50
contig_31_np1212:832501..835000	contig_31_np1212	832501	835000	+	2500	445.50	180	171.50	1297.50	1135	585	614	395.50	638.50
contig_31_np1212:835001..837500	contig_31_np1212	835001	837500	+	2500	289.50	90.50	209.50	980	301.50	571.50	655.50	450.50	344.50
contig_31_np1212:837501..840000	contig_31_np1212	837501	840000	+	2500	1780.50	357.50	584.50	3316	1936.50	1287	2098.50	1289.50	1434.50
contig_31_np1212:840001..842500	contig_31_np1212	840001	842500	+	2500	1512.50	934	1469.50	854	480	511	528.50	363.50	1157.50
contig_31_np1212:842501..845000	contig_31_np1212	842501	845000	+	2500	235.50	357.50	477.50	820	888	353.50	304.50	230	700
contig_31_np1212:845001..847500	contig_31_np1212	845001	847500	+	2500	21.50	40.50	8	320	236	54	94	54.50	154
contig_31_np1212:847501..850000	contig_31_np1212	847501	850000	+	2500	397	132	196	2303.50	840	492.50	608	430.50	1091.75
contig_31_np1212:850001..852500	contig_31_np1212	850001	852500	+	2500	548.50	6359	4012	4042.50	3630.50	3976	4004	2185.50	8412.25
contig_31_np1212:852501..855000	contig_31_np1212	852501	855000	+	2500	188.50	5757.00	3278.00	2239	1884	3367.50	3081.75	1926.50	7482.00
contig_31_np1212:855001..857500	contig_31_np1212	855001	857500	+	2500	467	1264.50	661.50	1212	1190	1129	1290.75	816.50	1532.00
contig_31_np1212:857501..860000	contig_31_np1212	857501	860000	+	2500	28261.50	16061.25	18441	4782.17	4263.50	1146.50	1666	379.50	13727
contig_31_np1212:860001..862500	contig_31_np1212	860001	862500	+	2500	717.50	4622.50	3034.00	2760.50	6207.50	3198.29	2534.03	1770.90	5371.33
contig_31_np1212:862501..865000	contig_31_np1212	862501	865000	+	2500	1544.50	977.75	909.50	2664.83	4006.50	1333	1576.50	1495.50	1406
contig_31_np1212:865001..867500	contig_31_np1212	865001	867500	+	2500	618.50	90	68	8829	28518.50	4936	7332	8524.75	589.50
contig_31_np1212:867501..870000	contig_31_np1212	867501	870000	+	2500	980	109.50	91	10594	29337.08	6645	9824	9446.75	714.50
contig_31_np1212:870001..872500	contig_31_np1212	870001	872500	+	2500	2503	95	271	30447.75	102808.58	29325	33123.50	27641.00	2017
contig_31_np1212:872501..875000	contig_31_np1212	872501	875000	+	2500	3018.50	768	357.50	32711.25	119468.83	28768.50	36682.50	26426	2724
contig_31_np1212:875001..877500	contig_31_np1212	875001	877500	+	2500	374.00	1423.50	243.50	210.50	56	55	75.50	48	1509
contig_31_np1212:877501..880000	contig_31_np1212	877501	880000	+	2500	382.00	415.17	448	1376.50	497	1026	1476.50	483	718.50
contig_31_np1212:880001..882500	contig_31_np1212	880001	882500	+	2500	63	94	34	227	292.50	189.50	147.50	77	250
contig_31_np1212:882501..885000	contig_31_np1212	882501	885000	+	2500	50	79.50	48.50	152	517	94	34.50	49.50	432.50
contig_31_np1212:885001..887500	contig_31_np1212	885001	887500	+	2500	208	114	158.50	145.50	44.50	92.50	157.50	144.50	464
contig_31_np1212:887501..890000	contig_31_np1212	887501	890000	+	2500	54	1295	205	242.50	572	582.50	237.50	268	1954
contig_31_np1212:890001..892500	contig_31_np1212	890001	892500	+	2500	144	386	95	62.50	66.50	111.50	174.50	104	497
contig_31_np1212:892501..895000	contig_31_np1212	892501	895000	+	2500	6	6	10	9	5.50	2	4	0	13
contig_31_np1212:895001..897500	contig_31_np1212	895001	897500	+	2500	123.33	26.17	109.75	37.15	37.75	6.83	12.75	12.75	67.67
contig_31_np1212:897501..900000	contig_31_np1212	897501	900000	+	2500	554.75	139.90	458.82	89.03	271.76	35.41	33.35	37.07	100.42
