# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_gDNA_illumina.txt" "minimap_align_illumina_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	minimap_align_illumina_sort.bam
contig_31_np1212:875001..877500	contig_31_np1212	875001	877500	+	2500	7260
contig_31_np1212:877501..880000	contig_31_np1212	877501	880000	+	2500	6301.50
contig_31_np1212:880001..882500	contig_31_np1212	880001	882500	+	2500	7433
contig_31_np1212:882501..885000	contig_31_np1212	882501	885000	+	2500	5807.50
contig_31_np1212:885001..887500	contig_31_np1212	885001	887500	+	2500	7649.50
contig_31_np1212:887501..890000	contig_31_np1212	887501	890000	+	2500	7202.50
contig_31_np1212:890001..892500	contig_31_np1212	890001	892500	+	2500	7717
contig_31_np1212:892501..895000	contig_31_np1212	892501	895000	+	2500	8224
contig_31_np1212:895001..897500	contig_31_np1212	895001	897500	+	2500	7004.50
contig_31_np1212:897501..900000	contig_31_np1212	897501	900000	+	2500	6808.50
contig_31_np1212:900001..902500	contig_31_np1212	900001	902500	+	2500	6783.50
contig_31_np1212:902501..905000	contig_31_np1212	902501	905000	+	2500	7192.50
contig_31_np1212:905001..907500	contig_31_np1212	905001	907500	+	2500	6229
contig_31_np1212:907501..910000	contig_31_np1212	907501	910000	+	2500	7497
contig_31_np1212:910001..912500	contig_31_np1212	910001	912500	+	2500	7565
contig_31_np1212:912501..915000	contig_31_np1212	912501	915000	+	2500	7767.50
contig_31_np1212:915001..917500	contig_31_np1212	915001	917500	+	2500	7596.50
contig_31_np1212:917501..920000	contig_31_np1212	917501	920000	+	2500	7332.50
contig_31_np1212:920001..922500	contig_31_np1212	920001	922500	+	2500	7359.50
contig_31_np1212:922501..925000	contig_31_np1212	922501	925000	+	2500	6791.50
contig_31_np1212:925001..927500	contig_31_np1212	925001	927500	+	2500	7174.50
contig_31_np1212:927501..930000	contig_31_np1212	927501	930000	+	2500	7586.50
contig_31_np1212:930001..932500	contig_31_np1212	930001	932500	+	2500	7596.50
contig_31_np1212:932501..935000	contig_31_np1212	932501	935000	+	2500	7307
contig_31_np1212:935001..937500	contig_31_np1212	935001	937500	+	2500	7066
contig_31_np1212:937501..940000	contig_31_np1212	937501	940000	+	2500	7537
contig_31_np1212:940001..942500	contig_31_np1212	940001	942500	+	2500	7445
contig_31_np1212:942501..945000	contig_31_np1212	942501	945000	+	2500	7335.50
contig_31_np1212:945001..947500	contig_31_np1212	945001	947500	+	2500	7286.50
contig_31_np1212:947501..950000	contig_31_np1212	947501	950000	+	2500	6252.50
contig_31_np1212:950001..952500	contig_31_np1212	950001	952500	+	2500	7210
contig_31_np1212:952501..955000	contig_31_np1212	952501	955000	+	2500	7171
contig_31_np1212:955001..957500	contig_31_np1212	955001	957500	+	2500	7475.50
contig_31_np1212:957501..960000	contig_31_np1212	957501	960000	+	2500	11911
contig_31_np1212:960001..962500	contig_31_np1212	960001	962500	+	2500	8822.50
contig_31_np1212:962501..965000	contig_31_np1212	962501	965000	+	2500	7183.50
contig_31_np1212:965001..967500	contig_31_np1212	965001	967500	+	2500	7456
contig_31_np1212:967501..970000	contig_31_np1212	967501	970000	+	2500	7347.50
contig_31_np1212:970001..972500	contig_31_np1212	970001	972500	+	2500	6636.50
contig_31_np1212:972501..975000	contig_31_np1212	972501	975000	+	2500	6714
contig_31_np1212:975001..977500	contig_31_np1212	975001	977500	+	2500	7506.50
contig_31_np1212:977501..980000	contig_31_np1212	977501	980000	+	2500	6890.50
contig_31_np1212:980001..982500	contig_31_np1212	980001	982500	+	2500	7204.50
contig_31_np1212:982501..985000	contig_31_np1212	982501	985000	+	2500	7695.50
contig_31_np1212:985001..987500	contig_31_np1212	985001	987500	+	2500	5653
contig_31_np1212:987501..990000	contig_31_np1212	987501	990000	+	2500	6133.50
contig_31_np1212:990001..992500	contig_31_np1212	990001	992500	+	2500	6861.50
contig_31_np1212:992501..995000	contig_31_np1212	992501	995000	+	2500	6945.50
contig_31_np1212:995001..997500	contig_31_np1212	995001	997500	+	2500	7714.50
contig_31_np1212:997501..1000000	contig_31_np1212	997501	1000000	+	2500	7432.50
contig_31_np1212:1000001..1002500	contig_31_np1212	1000001	1002500	+	2500	7609
contig_31_np1212:1002501..1005000	contig_31_np1212	1002501	1005000	+	2500	7712
contig_31_np1212:1005001..1007500	contig_31_np1212	1005001	1007500	+	2500	7618.50
contig_31_np1212:1007501..1010000	contig_31_np1212	1007501	1010000	+	2500	6951.50
contig_31_np1212:1010001..1012500	contig_31_np1212	1010001	1012500	+	2500	6585
contig_31_np1212:1012501..1015000	contig_31_np1212	1012501	1015000	+	2500	7093
contig_31_np1212:1015001..1017500	contig_31_np1212	1015001	1017500	+	2500	7593
contig_31_np1212:1017501..1020000	contig_31_np1212	1017501	1020000	+	2500	6849.50
contig_31_np1212:1020001..1022500	contig_31_np1212	1020001	1022500	+	2500	6390
contig_31_np1212:1022501..1025000	contig_31_np1212	1022501	1025000	+	2500	7169
contig_31_np1212:1025001..1027500	contig_31_np1212	1025001	1027500	+	2500	7222
contig_31_np1212:1027501..1030000	contig_31_np1212	1027501	1030000	+	2500	7362.50
contig_31_np1212:1030001..1032500	contig_31_np1212	1030001	1032500	+	2500	7758
contig_31_np1212:1032501..1035000	contig_31_np1212	1032501	1035000	+	2500	7696.50
contig_31_np1212:1035001..1037500	contig_31_np1212	1035001	1037500	+	2500	7729.50
contig_31_np1212:1037501..1040000	contig_31_np1212	1037501	1040000	+	2500	7101.50
contig_31_np1212:1040001..1042500	contig_31_np1212	1040001	1042500	+	2500	7545.50
contig_31_np1212:1042501..1045000	contig_31_np1212	1042501	1045000	+	2500	7185
contig_31_np1212:1045001..1047500	contig_31_np1212	1045001	1047500	+	2500	7158
contig_31_np1212:1047501..1050000	contig_31_np1212	1047501	1050000	+	2500	6759.50
contig_31_np1212:1050001..1052500	contig_31_np1212	1050001	1052500	+	2500	7056.50
contig_31_np1212:1052501..1055000	contig_31_np1212	1052501	1055000	+	2500	7366
contig_31_np1212:1055001..1057500	contig_31_np1212	1055001	1057500	+	2500	7394
contig_31_np1212:1057501..1060000	contig_31_np1212	1057501	1060000	+	2500	5443
contig_31_np1212:1060001..1062500	contig_31_np1212	1060001	1062500	+	2500	6987
contig_31_np1212:1062501..1065000	contig_31_np1212	1062501	1065000	+	2500	7209
contig_31_np1212:1065001..1067500	contig_31_np1212	1065001	1067500	+	2500	6569
contig_31_np1212:1067501..1070000	contig_31_np1212	1067501	1070000	+	2500	14114.50
contig_31_np1212:1070001..1072500	contig_31_np1212	1070001	1072500	+	2500	7021
contig_31_np1212:1072501..1075000	contig_31_np1212	1072501	1075000	+	2500	7151
contig_31_np1212:1075001..1077500	contig_31_np1212	1075001	1077500	+	2500	7194.50
contig_31_np1212:1077501..1080000	contig_31_np1212	1077501	1080000	+	2500	7091.50
contig_31_np1212:1080001..1082500	contig_31_np1212	1080001	1082500	+	2500	6002
contig_31_np1212:1082501..1085000	contig_31_np1212	1082501	1085000	+	2500	7155.50
contig_31_np1212:1085001..1087500	contig_31_np1212	1085001	1087500	+	2500	7560.50
contig_31_np1212:1087501..1090000	contig_31_np1212	1087501	1090000	+	2500	7193.50
contig_31_np1212:1090001..1092500	contig_31_np1212	1090001	1092500	+	2500	7047.50
contig_31_np1212:1092501..1095000	contig_31_np1212	1092501	1095000	+	2500	6886
contig_31_np1212:1095001..1097500	contig_31_np1212	1095001	1097500	+	2500	6958.50
contig_31_np1212:1097501..1100000	contig_31_np1212	1097501	1100000	+	2500	6890.50
contig_31_np1212:1100001..1102500	contig_31_np1212	1100001	1102500	+	2500	7519
contig_31_np1212:1102501..1105000	contig_31_np1212	1102501	1105000	+	2500	7831.50
contig_31_np1212:1105001..1107500	contig_31_np1212	1105001	1107500	+	2500	7411
contig_31_np1212:1107501..1110000	contig_31_np1212	1107501	1110000	+	2500	7018.50
contig_31_np1212:1110001..1112500	contig_31_np1212	1110001	1112500	+	2500	6749
contig_31_np1212:1112501..1115000	contig_31_np1212	1112501	1115000	+	2500	7413
contig_31_np1212:1115001..1117500	contig_31_np1212	1115001	1117500	+	2500	6864
contig_31_np1212:1117501..1120000	contig_31_np1212	1117501	1120000	+	2500	8196.50
contig_31_np1212:1120001..1122500	contig_31_np1212	1120001	1122500	+	2500	7584.50
contig_31_np1212:1122501..1125000	contig_31_np1212	1122501	1125000	+	2500	7129
contig_31_np1212:1125001..1127500	contig_31_np1212	1125001	1127500	+	2500	7629
contig_31_np1212:1127501..1130000	contig_31_np1212	1127501	1130000	+	2500	6700
contig_31_np1212:1130001..1132500	contig_31_np1212	1130001	1132500	+	2500	7462
contig_31_np1212:1132501..1135000	contig_31_np1212	1132501	1135000	+	2500	7457.50
contig_31_np1212:1135001..1137500	contig_31_np1212	1135001	1137500	+	2500	7489
contig_31_np1212:1137501..1140000	contig_31_np1212	1137501	1140000	+	2500	7195.50
contig_31_np1212:1140001..1142500	contig_31_np1212	1140001	1142500	+	2500	7183
contig_31_np1212:1142501..1145000	contig_31_np1212	1142501	1145000	+	2500	6396
contig_31_np1212:1145001..1147500	contig_31_np1212	1145001	1147500	+	2500	7684
contig_31_np1212:1147501..1150000	contig_31_np1212	1147501	1150000	+	2500	7626
contig_31_np1212:1150001..1152500	contig_31_np1212	1150001	1152500	+	2500	7377
contig_31_np1212:1152501..1155000	contig_31_np1212	1152501	1155000	+	2500	7613
contig_31_np1212:1155001..1157500	contig_31_np1212	1155001	1157500	+	2500	8156.50
contig_31_np1212:1157501..1160000	contig_31_np1212	1157501	1160000	+	2500	7530
contig_31_np1212:1160001..1162500	contig_31_np1212	1160001	1162500	+	2500	7367.50
contig_31_np1212:1162501..1165000	contig_31_np1212	1162501	1165000	+	2500	6722.50
contig_31_np1212:1165001..1167500	contig_31_np1212	1165001	1167500	+	2500	6922.50
contig_31_np1212:1167501..1170000	contig_31_np1212	1167501	1170000	+	2500	7507.50
contig_31_np1212:1170001..1172500	contig_31_np1212	1170001	1172500	+	2500	7567.50
contig_31_np1212:1172501..1175000	contig_31_np1212	1172501	1175000	+	2500	7351.50
contig_31_np1212:1175001..1177500	contig_31_np1212	1175001	1177500	+	2500	7152.50
contig_31_np1212:1177501..1180000	contig_31_np1212	1177501	1180000	+	2500	6969
contig_31_np1212:1180001..1182500	contig_31_np1212	1180001	1182500	+	2500	7147.50
contig_31_np1212:1182501..1185000	contig_31_np1212	1182501	1185000	+	2500	7152
contig_31_np1212:1185001..1187500	contig_31_np1212	1185001	1187500	+	2500	7223.50
contig_31_np1212:1187501..1190000	contig_31_np1212	1187501	1190000	+	2500	7024
contig_31_np1212:1190001..1192500	contig_31_np1212	1190001	1192500	+	2500	6871
contig_31_np1212:1192501..1195000	contig_31_np1212	1192501	1195000	+	2500	7690
contig_31_np1212:1195001..1197500	contig_31_np1212	1195001	1197500	+	2500	7229.50
contig_31_np1212:1197501..1200000	contig_31_np1212	1197501	1200000	+	2500	7159.50
contig_31_np1212:1200001..1202500	contig_31_np1212	1200001	1202500	+	2500	7519.50
contig_31_np1212:1202501..1205000	contig_31_np1212	1202501	1205000	+	2500	7153
contig_31_np1212:1205001..1207500	contig_31_np1212	1205001	1207500	+	2500	7131.50
contig_31_np1212:1207501..1210000	contig_31_np1212	1207501	1210000	+	2500	7002
contig_31_np1212:1210001..1212500	contig_31_np1212	1210001	1212500	+	2500	7544.50
contig_31_np1212:1212501..1215000	contig_31_np1212	1212501	1215000	+	2500	7011
contig_31_np1212:1215001..1217500	contig_31_np1212	1215001	1217500	+	2500	7755.50
contig_31_np1212:1217501..1220000	contig_31_np1212	1217501	1220000	+	2500	7229.50
contig_31_np1212:1220001..1222500	contig_31_np1212	1220001	1222500	+	2500	5766
contig_31_np1212:1222501..1225000	contig_31_np1212	1222501	1225000	+	2500	7018.50
contig_31_np1212:1225001..1227500	contig_31_np1212	1225001	1227500	+	2500	6307.50
contig_31_np1212:1227501..1230000	contig_31_np1212	1227501	1230000	+	2500	6252
contig_31_np1212:1230001..1232500	contig_31_np1212	1230001	1232500	+	2500	7787
contig_31_np1212:1232501..1235000	contig_31_np1212	1232501	1235000	+	2500	7620
contig_31_np1212:1235001..1237500	contig_31_np1212	1235001	1237500	+	2500	6888
contig_31_np1212:1237501..1240000	contig_31_np1212	1237501	1240000	+	2500	6882
contig_31_np1212:1240001..1242500	contig_31_np1212	1240001	1242500	+	2500	6552.50
contig_31_np1212:1242501..1245000	contig_31_np1212	1242501	1245000	+	2500	7687
contig_31_np1212:1245001..1247500	contig_31_np1212	1245001	1247500	+	2500	6888
contig_31_np1212:1247501..1250000	contig_31_np1212	1247501	1250000	+	2500	6945
contig_31_np1212:1250001..1252500	contig_31_np1212	1250001	1252500	+	2500	6851.50
contig_31_np1212:1252501..1255000	contig_31_np1212	1252501	1255000	+	2500	7274
contig_31_np1212:1255001..1257500	contig_31_np1212	1255001	1257500	+	2500	7041.50
contig_31_np1212:1257501..1260000	contig_31_np1212	1257501	1260000	+	2500	7287.50
contig_31_np1212:1260001..1262500	contig_31_np1212	1260001	1262500	+	2500	6842.50
contig_31_np1212:1262501..1265000	contig_31_np1212	1262501	1265000	+	2500	7604
contig_31_np1212:1265001..1267500	contig_31_np1212	1265001	1267500	+	2500	7679
contig_31_np1212:1267501..1270000	contig_31_np1212	1267501	1270000	+	2500	6883.50
contig_31_np1212:1270001..1272500	contig_31_np1212	1270001	1272500	+	2500	7279.50
contig_31_np1212:1272501..1275000	contig_31_np1212	1272501	1275000	+	2500	7087.50
contig_31_np1212:1275001..1277500	contig_31_np1212	1275001	1277500	+	2500	6667
contig_31_np1212:1277501..1280000	contig_31_np1212	1277501	1280000	+	2500	7451
contig_31_np1212:1280001..1282500	contig_31_np1212	1280001	1282500	+	2500	7228.50
contig_31_np1212:1282501..1285000	contig_31_np1212	1282501	1285000	+	2500	7526
contig_31_np1212:1285001..1287500	contig_31_np1212	1285001	1287500	+	2500	7487
contig_31_np1212:1287501..1290000	contig_31_np1212	1287501	1290000	+	2500	7306
contig_31_np1212:1290001..1292500	contig_31_np1212	1290001	1292500	+	2500	7175.50
contig_31_np1212:1292501..1295000	contig_31_np1212	1292501	1295000	+	2500	5963
contig_31_np1212:1295001..1297500	contig_31_np1212	1295001	1297500	+	2500	6991.50
contig_31_np1212:1297501..1300000	contig_31_np1212	1297501	1300000	+	2500	7803.50
contig_31_np1212:1300001..1302500	contig_31_np1212	1300001	1302500	+	2500	7529.50
contig_31_np1212:1302501..1305000	contig_31_np1212	1302501	1305000	+	2500	6319
contig_31_np1212:1305001..1307500	contig_31_np1212	1305001	1307500	+	2500	7469
contig_31_np1212:1307501..1310000	contig_31_np1212	1307501	1310000	+	2500	7794.50
contig_31_np1212:1310001..1312500	contig_31_np1212	1310001	1312500	+	2500	7645.50
contig_31_np1212:1312501..1315000	contig_31_np1212	1312501	1315000	+	2500	6992
contig_31_np1212:1315001..1317500	contig_31_np1212	1315001	1317500	+	2500	5288.50
contig_31_np1212:1317501..1320000	contig_31_np1212	1317501	1320000	+	2500	6683
contig_31_np1212:1320001..1322500	contig_31_np1212	1320001	1322500	+	2500	7314
contig_31_np1212:1322501..1325000	contig_31_np1212	1322501	1325000	+	2500	7331.50
contig_31_np1212:1325001..1327500	contig_31_np1212	1325001	1327500	+	2500	6404.50
contig_31_np1212:1327501..1330000	contig_31_np1212	1327501	1330000	+	2500	7224.50
contig_31_np1212:1330001..1332500	contig_31_np1212	1330001	1332500	+	2500	7177.50
contig_31_np1212:1332501..1335000	contig_31_np1212	1332501	1335000	+	2500	7413
contig_31_np1212:1335001..1337500	contig_31_np1212	1335001	1337500	+	2500	7314.50
contig_31_np1212:1337501..1340000	contig_31_np1212	1337501	1340000	+	2500	7586.50
contig_31_np1212:1340001..1342500	contig_31_np1212	1340001	1342500	+	2500	6705
contig_31_np1212:1342501..1345000	contig_31_np1212	1342501	1345000	+	2500	7198.50
contig_31_np1212:1345001..1347500	contig_31_np1212	1345001	1347500	+	2500	6374
contig_31_np1212:1347501..1350000	contig_31_np1212	1347501	1350000	+	2500	7175
contig_31_np1212:1350001..1352500	contig_31_np1212	1350001	1352500	+	2500	7122
contig_31_np1212:1352501..1355000	contig_31_np1212	1352501	1355000	+	2500	6978
contig_31_np1212:1355001..1357500	contig_31_np1212	1355001	1357500	+	2500	6861
contig_31_np1212:1357501..1360000	contig_31_np1212	1357501	1360000	+	2500	7293
contig_31_np1212:1360001..1362500	contig_31_np1212	1360001	1362500	+	2500	7512
contig_31_np1212:1362501..1365000	contig_31_np1212	1362501	1365000	+	2500	6965.50
contig_31_np1212:1365001..1367500	contig_31_np1212	1365001	1367500	+	2500	7765
contig_31_np1212:1367501..1370000	contig_31_np1212	1367501	1370000	+	2500	7260.50
contig_31_np1212:1370001..1372500	contig_31_np1212	1370001	1372500	+	2500	7021
contig_31_np1212:1372501..1375000	contig_31_np1212	1372501	1375000	+	2500	7234.50
contig_31_np1212:1375001..1377500	contig_31_np1212	1375001	1377500	+	2500	6359.50
contig_31_np1212:1377501..1380000	contig_31_np1212	1377501	1380000	+	2500	7376.50
contig_31_np1212:1380001..1382500	contig_31_np1212	1380001	1382500	+	2500	6932.50
contig_31_np1212:1382501..1385000	contig_31_np1212	1382501	1385000	+	2500	7248
contig_31_np1212:1385001..1387500	contig_31_np1212	1385001	1387500	+	2500	5797
contig_31_np1212:1387501..1390000	contig_31_np1212	1387501	1390000	+	2500	7108
contig_31_np1212:1390001..1392500	contig_31_np1212	1390001	1392500	+	2500	7586
contig_31_np1212:1392501..1395000	contig_31_np1212	1392501	1395000	+	2500	7449
contig_31_np1212:1395001..1397500	contig_31_np1212	1395001	1397500	+	2500	7684
contig_31_np1212:1397501..1400000	contig_31_np1212	1397501	1400000	+	2500	6930
contig_31_np1212:1400001..1402500	contig_31_np1212	1400001	1402500	+	2500	7292
contig_31_np1212:1402501..1405000	contig_31_np1212	1402501	1405000	+	2500	6980.50
contig_31_np1212:1405001..1407500	contig_31_np1212	1405001	1407500	+	2500	7818
contig_31_np1212:1407501..1410000	contig_31_np1212	1407501	1410000	+	2500	7342.50
contig_31_np1212:1410001..1412500	contig_31_np1212	1410001	1412500	+	2500	7525.50
contig_31_np1212:1412501..1415000	contig_31_np1212	1412501	1415000	+	2500	7636
contig_31_np1212:1415001..1417500	contig_31_np1212	1415001	1417500	+	2500	6849.50
contig_31_np1212:1417501..1420000	contig_31_np1212	1417501	1420000	+	2500	7798
contig_31_np1212:1420001..1422500	contig_31_np1212	1420001	1422500	+	2500	7234
contig_31_np1212:1422501..1425000	contig_31_np1212	1422501	1425000	+	2500	7268.50
contig_31_np1212:1425001..1427500	contig_31_np1212	1425001	1427500	+	2500	7148
contig_31_np1212:1427501..1430000	contig_31_np1212	1427501	1430000	+	2500	7390.50
contig_31_np1212:1430001..1432500	contig_31_np1212	1430001	1432500	+	2500	7557.50
contig_31_np1212:1432501..1435000	contig_31_np1212	1432501	1435000	+	2500	7415.50
contig_31_np1212:1435001..1437500	contig_31_np1212	1435001	1437500	+	2500	6357.50
contig_31_np1212:1437501..1440000	contig_31_np1212	1437501	1440000	+	2500	6927
contig_31_np1212:1440001..1442500	contig_31_np1212	1440001	1442500	+	2500	7519
contig_31_np1212:1442501..1445000	contig_31_np1212	1442501	1445000	+	2500	7111
contig_31_np1212:1445001..1447500	contig_31_np1212	1445001	1447500	+	2500	7963
contig_31_np1212:1447501..1450000	contig_31_np1212	1447501	1450000	+	2500	7648
contig_31_np1212:1450001..1452500	contig_31_np1212	1450001	1452500	+	2500	7644
