Contig	Start	Stop	Illumina	Nanopore	mRNA
contig_57_np1212	1120001	1122500	443.9652	169.0484	967.4012
contig_57_np1212	1122501	1125000	435.1356	175.1416	1367.2172
contig_57_np1212	1125001	1127500	427.7296	175.852	1281.2296
contig_57_np1212	1127501	1130000	387.4364	163.2688	212.5112
contig_57_np1212	1130001	1132500	448.4228	166.3472	1006.7424
contig_57_np1212	1132501	1135000	457.1224	184.1792	1593.1228
contig_57_np1212	1135001	1137500	427.17	174.3152	1203.7888
contig_57_np1212	1137501	1140000	467.504	179.7408	3812.476
contig_57_np1212	1140001	1142500	434.7288	159.2072	2894.534
contig_57_np1212	1142501	1145000	447.3488	163.52	4712.4652
contig_57_np1212	1145001	1147500	404.402	169.4312	72.1948
contig_57_np1212	1147501	1150000	397.3688	173.906	6734.8852
contig_57_np1212	1150001	1152500	412.7496	185.2896	204.7836
contig_57_np1212	1152501	1155000	418.9244	183.3396	219.8232
contig_57_np1212	1155001	1157500	481.9976	178.2672	608.0288
contig_57_np1212	1157501	1160000	471.8396	180.5408	505.8272
contig_57_np1212	1160001	1162500	440.7664	176.992	6048.8228
contig_57_np1212	1162501	1165000	391.5508	171.1284	1201.886
contig_57_np1212	1165001	1167500	434.2384	161.35	295.2068
contig_57_np1212	1167501	1170000	453.7288	149.8864	18014.208
contig_57_np1212	1170001	1172500	331.2876	157.0064	362.0708
contig_57_np1212	1172501	1175000	450.9624	163.3576	243.0852
contig_57_np1212	1175001	1177500	420.1028	172.7976	494.6856
contig_57_np1212	1177501	1180000	376.5968	173.6504	797.0228
contig_57_np1212	1180001	1182500	434.4028	169.724	479.162
contig_57_np1212	1182501	1185000	439.6064	183.0092	2026.7396
contig_57_np1212	1185001	1187500	408.7248	164.7732	1942.8936
contig_57_np1212	1187501	1190000	414.7356	152.1276	1754.8784
contig_57_np1212	1190001	1192500	405.0204	149.0928	3081.9592
contig_57_np1212	1192501	1195000	359.4968	147.0436	3566.756
contig_57_np1212	1195001	1197500	415.5864	152.5352	47.7628
contig_57_np1212	1197501	1200000	432.0568	155.8972	544.5404
contig_57_np1212	1200001	1202500	375.2988	155.5884	120.114
contig_57_np1212	1202501	1205000	383.3412	157.1892	249.692
contig_57_np1212	1205001	1207500	395.454	162.42	355.8392
contig_57_np1212	1207501	1210000	441.584	165.966	1720.3776
contig_57_np1212	1210001	1212500	339.0736	149.5732	308.342
contig_57_np1212	1212501	1215000	424.3712	153.878	1119.4684
contig_57_np1212	1215001	1217500	430.2972	163.1496	210.9208
contig_57_np1212	1217501	1220000	432.5716	154.6736	102.8596
contig_57_np1212	1220001	1222500	414.0752	166.1516	30.57
contig_57_np1212	1222501	1225000	445.5724	162.9076	33.7612
contig_57_np1212	1225001	1227500	399.7788	167.2448	149.7884
contig_57_np1212	1227501	1230000	413.2196	171.4168	436.0576
contig_57_np1212	1230001	1232500	423.912	156.1124	100.4248
contig_57_np1212	1232501	1235000	391.4748	153.0764	341.2416
contig_57_np1212	1235001	1237500	443.3756	145.086	31550.4796
contig_57_np1212	1237501	1240000	418.8972	138.776	1454.054
contig_57_np1212	1240001	1242500	426.33	148.7468	77.0504
contig_57_np1212	1242501	1245000	447.954	152.274	36.198
contig_57_np1212	1245001	1247500	447.278	164.45	276.8628
contig_57_np1212	1247501	1250000	425.9396	158.6388	133.8388
contig_57_np1212	1250001	1252500	417.858	144.6524	79.2108
contig_57_np1212	1252501	1255000	442.3076	139.9604	203.2764
contig_57_np1212	1255001	1257500	440.3032	156.0912	1035.1748
contig_57_np1212	1257501	1260000	419.6144	152.0508	921.9112
contig_57_np1212	1260001	1262500	428.8128	163.9344	3354.6736
contig_57_np1212	1262501	1265000	452.0464	173.372	1656.6048
contig_57_np1212	1265001	1267500	437.146	181.3328	4785.0112
contig_57_np1212	1267501	1270000	440.8284	180.0232	3403.486
contig_57_np1212	1270001	1272500	421.8444	178.052	6123.4684
contig_57_np1212	1272501	1275000	442.756	164.7672	1236.7092
contig_57_np1212	1275001	1277500	462.6636	155.9096	1347.8536
contig_57_np1212	1277501	1280000	479.5448	163.5496	294.2916
contig_57_np1212	1280001	1282500	433.1768	171.6404	435.132
contig_57_np1212	1282501	1285000	433.1892	181.2684	345.3452
contig_57_np1212	1285001	1287500	442.6312	180.2332	904.966
contig_57_np1212	1287501	1290000	455.9972	174.734	1343.49
contig_57_np1212	1290001	1292500	403.096	172.884	509.4148
contig_57_np1212	1292501	1295000	404.48	173.61	361.8588
contig_57_np1212	1295001	1297500	411.988	172.5376	137.4712
contig_57_np1212	1297501	1300000	455.418	165.7516	115.23
contig_57_np1212	1300001	1302500	383.7584	171.5148	1518.5252
contig_57_np1212	1302501	1305000	410.7356	178.0268	527.328
contig_57_np1212	1305001	1307500	350.402	179.4836	2154.4584
contig_57_np1212	1307501	1310000	403.4768	191.398	10749.9832
contig_57_np1212	1310001	1312500	478.8264	178.978	1005.7792
contig_57_np1212	1312501	1315000	423.7904	174.8792	663.0396
contig_57_np1212	1315001	1317500	427.394	173.5156	766.3292
contig_57_np1212	1317501	1320000	449.4872	170.332	16206.6156
contig_57_np1212	1320001	1322500	406.7008	181.8612	2802.2076
contig_57_np1212	1322501	1325000	378.2256	171.7688	57.5392
contig_57_np1212	1325001	1327500	400.496	171.0252	30.48
contig_57_np1212	1327501	1330000	392.0084	163.2304	261.2232
contig_57_np1212	1330001	1332500	408.998	168.4496	111.6428
contig_57_np1212	1332501	1335000	446.1	164.7196	122.2984
contig_57_np1212	1335001	1337500	440.63	167.962	14.656
contig_57_np1212	1337501	1340000	402.5844	183.4648	14.4248
contig_57_np1212	1340001	1342500	389.7796	174.2032	900.2612
contig_57_np1212	1342501	1345000	390.32	161.3904	6.276
contig_57_np1212	1345001	1347500	409.3896	183.5116	11.534
contig_57_np1212	1347501	1350000	404.1224	166.9728	261.01
contig_57_np1212	1350001	1352500	422.762	158.7544	12765.0364
contig_57_np1212	1352501	1355000	425.9364	166.8144	806.874
contig_57_np1212	1355001	1357500	423.1268	170.7488	181.6936
contig_57_np1212	1357501	1360000	408.4396	169.9684	1771.758
contig_57_np1212	1360001	1362500	470.5744	159.1848	32.3772
contig_57_np1212	1362501	1365000	448.7816	146.0284	19.5356
contig_57_np1212	1365001	1367500	446.8972	155.7876	8.4896
contig_57_np1212	1367501	1370000	384.5128	162.9444	309.9724
contig_57_np1212	1370001	1372500	406.1872	161.8444	537.662
contig_57_np1212	1372501	1375000	444.1724	159.4764	960.3092
contig_57_np1212	1375001	1377500	437.5072	160.4128	184.8476
contig_57_np1212	1377501	1380000	419.1884	171.4048	523.9016
contig_57_np1212	1380001	1382500	463.5012	175.7608	2787.9288
contig_57_np1212	1382501	1385000	461.1036	186.9696	1501.6768
contig_57_np1212	1385001	1387500	436.5376	182.7768	13950.652
contig_57_np1212	1387501	1390000	436.1512	182.4808	299.0456
contig_57_np1212	1390001	1392500	383.174	193.5216	104.4792
contig_57_np1212	1392501	1395000	460.1796	198.2644	20931.7056
contig_57_np1212	1395001	1397500	430.9392	180.5708	103.7512
contig_57_np1212	1397501	1400000	470.2528	163.5412	176.3672
contig_57_np1212	1400001	1402500	438.3136	169.7068	736.636
contig_57_np1212	1402501	1405000	380.4648	157.6548	709.4824
contig_57_np1212	1405001	1407500	426.4936	149.56	165.2656
contig_57_np1212	1407501	1410000	471.258	143.7712	2787.6788
contig_57_np1212	1410001	1412500	440.7064	144.1856	3341.4472
contig_57_np1212	1412501	1415000	409.0396	125.7444	170.5308
contig_57_np1212	1415001	1417500	409.3548	153.5732	154.364
contig_57_np1212	1417501	1420000	397.9976	160.5224	131.5516
contig_57_np1212	1420001	1422500	442.1788	161.2176	150.7532
contig_57_np1212	1422501	1425000	446.8744	180.4672	386.2668
contig_57_np1212	1425001	1427500	454.3232	167.2272	2505.198
contig_57_np1212	1427501	1430000	429.2228	146.4648	147.0168
contig_57_np1212	1430001	1432500	429.6908	154.0612	3289.3004
contig_57_np1212	1432501	1435000	419.7108	144.8776	330.5012
contig_57_np1212	1435001	1437500	445.8548	149.1008	4454.3932
contig_57_np1212	1437501	1440000	442.146	145.5604	8566.9604
contig_57_np1212	1440001	1442500	403.536	137.7992	795.8172
contig_57_np1212	1442501	1445000	445.9768	129.1872	2780.4592
contig_57_np1212	1445001	1447500	433.412	114.5524	312.752
contig_57_np1212	1447501	1450000	457.6516	187.3036	175.0432
contig_57_np1212	1450001	1452500	411.0148	189.674	496.582
contig_57_np1212	1452501	1455000	408.6128	181.052	349.2312
contig_57_np1212	1455001	1457500	376.0176	162.4448	15686.5032
contig_57_np1212	1457501	1460000	408.826	127.8932	2508.3836
contig_57_np1212	1460001	1462500	388.208	127.966	764.1104
contig_57_np1212	1462501	1465000	452.3368	119.142	219.9408
contig_57_np1212	1465001	1467500	457.4108	109.234	637.3248
contig_57_np1212	1467501	1470000	460.2908	142.5856	482.4592
contig_57_np1212	1470001	1472500	431.8408	166.35	487.2256
contig_57_np1212	1472501	1475000	423.0392	165.7764	982.8944
contig_57_np1212	1475001	1477500	443.9192	168.1488	2009.142
contig_57_np1212	1477501	1480000	383.4272	170.2248	315.332
contig_57_np1212	1480001	1482500	425.1104	164.0624	1357.6844
contig_57_np1212	1482501	1485000	416.2044	187.4472	5619.886
contig_57_np1212	1485001	1487500	432.5696	163.804	546.0748
contig_57_np1212	1487501	1490000	457.5452	174.1992	909.8852
contig_57_np1212	1490001	1492500	415.8668	170.6592	1218.9456
contig_57_np1212	1492501	1495000	452.716	172.3304	6324.8636
contig_57_np1212	1495001	1497500	437.488	173.376	23556.8592
contig_57_np1212	1497501	1500000	461.5032	178.4984	39.7456
contig_57_np1212	1500001	1502500	449.8208	173.6972	19.3156
contig_57_np1212	1502501	1505000	350.494	163.6828	10.3168
contig_57_np1212	1505001	1507500	447.9508	170.9212	1011.5752
contig_57_np1212	1507501	1510000	423.3832	158.3752	2897.6012
contig_57_np1212	1510001	1512500	429.4432	153.1724	216.276
contig_57_np1212	1512501	1515000	442.5112	150.6552	21021.8632
contig_57_np1212	1515001	1517500	450.8192	153.83	214.2628
contig_57_np1212	1517501	1520000	481.4188	160.8464	54.7008
contig_57_np1212	1520001	1522500	445.4196	151.7796	54.3444
contig_57_np1212	1522501	1525000	486.3908	141.8468	718.434
contig_57_np1212	1525001	1527500	449.1488	144.7772	248.6296
contig_57_np1212	1527501	1530000	396.142	150.2596	516.0192
contig_57_np1212	1530001	1532500	404.8488	148.2544	608.2792
contig_57_np1212	1532501	1535000	454.8888	150.6716	316.1032
contig_57_np1212	1535001	1537500	456.3648	156.6488	544.2608
contig_57_np1212	1537501	1540000	406.2424	172.548	554.3576
contig_57_np1212	1540001	1542500	358.3472	174.9996	2331.51
contig_57_np1212	1542501	1545000	440.18	166.2452	249.1184
contig_57_np1212	1545001	1547500	457.2924	179.3136	120.7744
contig_57_np1212	1547501	1550000	449.1096	175.4572	33.2528
contig_57_np1212	1550001	1552500	426.6172	164.4596	3075.8456
contig_57_np1212	1552501	1555000	414.556	175.032	1.1736
contig_57_np1212	1555001	1557500	419.2724	173.5472	600.8196
contig_57_np1212	1557501	1560000	456.1652	177.5556	554.6072
contig_57_np1212	1560001	1562500	410.9764	172.4304	1156.0612
contig_57_np1212	1562501	1565000	447.2996	155.1308	555.7224
contig_57_np1212	1565001	1567500	435.0208	158.088	17643.478
contig_57_np1212	1567501	1570000	464.0412	171.1252	1160.252
contig_57_np1212	1570001	1572500	418.4972	184.8336	538.7056
contig_57_np1212	1572501	1575000	417.8172	182.1408	409.5852
contig_57_np1212	1575001	1577500	457.688	170.3128	2611.83
contig_57_np1212	1577501	1580000	465.2048	183.9788	686.4504
contig_57_np1212	1580001	1582500	351.8216	200.0692	146.3896
contig_57_np1212	1582501	1585000	409.9204	193.4304	88.3332
contig_57_np1212	1585001	1587500	433.4056	188.2404	52.998
contig_57_np1212	1587501	1590000	466.8936	192.6332	1058.4076
contig_57_np1212	1590001	1592500	403.7536	182.6028	96.2516
contig_57_np1212	1592501	1595000	423.9856	189.6656	250.2056
contig_57_np1212	1595001	1597500	409.6368	176.6316	14711.202
contig_57_np1212	1597501	1600000	377.2384	175.6552	9715.2452
contig_57_np1212	1600001	1602500	467.9848	179.6388	55.1444
contig_57_np1212	1602501	1605000	474.5992	178.9768	30.2556
contig_57_np1212	1605001	1607500	439.732	175.406	40.2264
contig_57_np1212	1607501	1610000	455.5972	162.9484	14.7844
contig_57_np1212	1610001	1612500	412.708	155.508	7.99
contig_57_np1212	1612501	1615000	418.9052	159.7444	3.4976
contig_57_np1212	1615001	1617500	365.6012	161.1928	685.348
contig_57_np1212	1617501	1620000	466.2508	163.5836	18.9888
contig_57_np1212	1620001	1622500	464.3552	162.7244	459.024
contig_57_np1212	1622501	1625000	457.5704	162.878	624.1336
contig_57_np1212	1625001	1627500	416.9384	177.3272	747.1872
contig_57_np1212	1627501	1630000	424.8464	196.9124	586.2376
contig_57_np1212	1630001	1632500	446.9512	181.1056	71.724
contig_57_np1212	1632501	1635000	431.0992	171.7408	223.3424
contig_57_np1212	1635001	1637500	381.3748	171.7148	96.026
contig_57_np1212	1637501	1640000	409.8864	178.1004	414.418
contig_57_np1212	1640001	1642500	393.7816	183.4764	165.6468
contig_57_np1212	1642501	1645000	458.7544	182.3692	89.0528
contig_57_np1212	1645001	1647500	400.4188	190.4252	3389.0488
contig_57_np1212	1647501	1650000	400.7208	192.6748	502.2148
contig_57_np1212	1650001	1652500	417.6956	181.458	149.124
contig_57_np1212	1652501	1655000	424.756	166.9072	995.6652
contig_57_np1212	1655001	1657500	399.9304	148.632	673.6044
contig_57_np1212	1657501	1660000	414.6172	147.4336	544.0156
contig_57_np1212	1660001	1662500	453.6108	150.7992	35.5104
contig_57_np1212	1662501	1665000	445.21	142.9616	24.6844
contig_57_np1212	1665001	1667500	402.6064	137.7556	276.566
contig_57_np1212	1667501	1670000	425.7544	133.9744	198.4056
contig_57_np1212	1670001	1672500	368.8088	120.356	39.8156
contig_57_np1212	1672501	1675000	389.4496	122.272	41.7456
contig_57_np1212	1675001	1677500	411.6084	128.538	197.9232
contig_57_np1212	1677501	1680000	380.4256	120.9388	4176.708
contig_57_np1212	1680001	1682500	451.6628	120.3584	2262.9112
contig_57_np1212	1682501	1685000	427.834	155.1872	980.5856
contig_57_np1212	1685001	1687500	438.4512	167.288	397.466
contig_57_np1212	1687501	1690000	446.7084	166.5288	126.4788
contig_57_np1212	1690001	1692500	427.912	168.442	107.3668
contig_57_np1212	1692501	1695000	463.0416	174.9744	17.8024
contig_57_np1212	1695001	1697500	449.51	161.1632	78.5756
contig_57_np1212	1697501	1700000	399.8052	152.2276	717.142
contig_57_np1212	1700001	1702500	447.4252	149.8312	1345.102
contig_57_np1212	1702501	1705000	369.4336	136.0256	214.6812
contig_57_np1212	1705001	1707500	430.7952	142.1192	523.874
contig_57_np1212	1707501	1710000	453.5324	144.1144	445.3936
contig_57_np1212	1710001	1712500	414.5568	181.186	643.328
contig_57_np1212	1712501	1715000	434.164	170.1616	4814.2084
contig_57_np1212	1715001	1717500	401.8476	153.0628	6.6568
contig_57_np1212	1717501	1720000	401.7136	155.0576	5169.9328
contig_57_np1212	1720001	1722500	440.9568	154.5916	442.0368
contig_57_np1212	1722501	1725000	382.8844	154.4032	381.198
contig_57_np1212	1725001	1727500	427.4544	165.3736	41.072
contig_57_np1212	1727501	1730000	449.104	179.5968	2864.0248
contig_57_np1212	1730001	1732500	438.56	188.2684	7927.2572
contig_57_np1212	1732501	1735000	383.176	188.504	484.9432
contig_57_np1212	1735001	1737500	445.7148	180.11	650.2048
contig_57_np1212	1737501	1740000	448.6236	187.248	2551.8708
contig_57_np1212	1740001	1742500	431.8336	176.6116	217.7012
contig_57_np1212	1742501	1745000	460.5692	163.3184	6160.06
contig_57_np1212	1745001	1747500	384.06	161.0064	9161.9976
contig_57_np1212	1747501	1750000	481.8716	166.5932	81.7528
contig_57_np1212	1750001	1752500	431.8084	161.2608	8.404
contig_57_np1212	1752501	1755000	449.4748	158.7832	71.6988
contig_57_np1212	1755001	1757500	439.3744	143.708	124.0408
contig_57_np1212	1757501	1760000	425.2628	162.8744	260.5428
contig_57_np1212	1760001	1762500	409.0976	168.442	304.7376
contig_57_np1212	1762501	1765000	456.8084	165.4284	163.508
contig_57_np1212	1765001	1767500	413.6888	163.2092	698.228
contig_57_np1212	1767501	1770000	413.7468	154.3904	4435.5048
contig_57_np1212	1770001	1772500	407.9092	150.3028	2192.398
contig_57_np1212	1772501	1775000	397.9568	150.082	1473.9308
contig_57_np1212	1775001	1777500	423.8764	151.5368	118.7152
contig_57_np1212	1777501	1780000	437.092	151.4664	158.8308
contig_57_np1212	1780001	1782500	379.404	147.7064	322.0868
contig_57_np1212	1782501	1785000	450.4828	144.192	109.6196
contig_57_np1212	1785001	1787500	462.3644	148.5692	71.7288
contig_57_np1212	1787501	1790000	410.0428	160.3968	23.3968
contig_57_np1212	1790001	1792500	443.1868	149.3188	894.4568
contig_57_np1212	1792501	1795000	440.3584	169.3364	546.372
contig_57_np1212	1795001	1797500	425.45	171.8696	198.2684
contig_57_np1212	1797501	1800000	370.1184	171.7284	385.9716
contig_57_np1212	1800001	1802500	464.7608	179.9192	814.6752
contig_57_np1212	1802501	1805000	450.1352	187.9768	1760.332
contig_57_np1212	1805001	1807500	378.1736	169.538	795.7
contig_57_np1212	1807501	1810000	466.1144	164.622	373.7392
contig_57_np1212	1810001	1812500	417.2048	163.274	1492.8228
contig_57_np1212	1812501	1815000	427.9416	159.0772	562.0128
contig_57_np1212	1815001	1817500	406.4508	152.6656	8572.4944
contig_57_np1212	1817501	1820000	442.8704	153.482	1155.474
contig_57_np1212	1820001	1822500	426.0952	156.2236	1964.5984
contig_57_np1212	1822501	1825000	457.2152	155.9096	1787.0608
contig_57_np1212	1825001	1827500	450.582	150.6208	362.5928
contig_57_np1212	1827501	1830000	449.3188	150.7312	70.058
contig_57_np1212	1830001	1832500	375.2836	152.6496	377.9596
contig_57_np1212	1832501	1835000	405.4492	147.264	124.3876
contig_57_np1212	1835001	1837500	420.4872	143.1136	247.0628
contig_57_np1212	1837501	1840000	401.052	147.3412	313.8412
contig_57_np1212	1840001	1842500	405.5356	138.8136	104.9348
contig_57_np1212	1842501	1845000	450.6072	150.7552	532.2236
contig_57_np1212	1845001	1847500	431.114	142.9484	28398.3768
contig_57_np1212	1847501	1850000	456.6704	140.4648	45.1892
contig_57_np1212	1850001	1852500	359.9972	142.8912	19.2184
contig_57_np1212	1852501	1855000	396.4084	153.2684	1180.2836
contig_57_np1212	1855001	1857500	443.6592	154.3988	1562.9836
contig_57_np1212	1857501	1860000	445.9396	152.2452	357.9652
contig_57_np1212	1860001	1862500	390.18	148.61	731.9436
contig_57_np1212	1862501	1865000	424.4972	146.7896	517.4144
contig_57_np1212	1865001	1867500	456.3	142.6908	50.0868
contig_57_np1212	1867501	1870000	416.3264	129.2364	5.2468
contig_57_np1212	1870001	1872500	441.5428	132.7648	22.0688
contig_57_np1212	1872501	1875000	465.0944	155.798	71.1888
contig_57_np1212	1875001	1877500	399.878	153.4772	1484.5412
contig_57_np1212	1877501	1880000	421.0048	162.086	1464.772
contig_57_np1212	1880001	1882500	430.8896	159.8448	1757.6532
contig_57_np1212	1882501	1885000	424.5156	167.6668	1001.0432
contig_57_np1212	1885001	1887500	451.0036	173.034	1056.0936
contig_57_np1212	1887501	1890000	412.5368	174.7708	1420.3824
contig_57_np1212	1890001	1892500	423.2048	166.5536	458.1428
