# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../zenodo_folder/genomes/genomic.gff" "-o" "counts/counts_dfir2.txt" "star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam
RB653_003530	CM069765.1	654979	655927	+	949	85600.25	21249.00	33830.00	16666.50	12631	8977.75	18028.50	6886.00	31297.00
RB653_003531	CM069765.1	656397	658301	+	1905	972	504	892	1067	478	788	1000	600	1238
RB653_003532	CM069765.1	661746	665591	+	3846	260.85	2592.00	572.28	396.36	77.78	743.54	565.78	304.93	3651.46
RB653_003544	CM069765.1	665729	668409	-	2681	172	712	120	104	14	71	124	142	1038
RB653_003545	CM069765.1	668720	669994	-	1275	3902	3138.50	3847	380	545	304	534	298	2287
RB653_003546	CM069765.1	670672	675685	-	5014	772	4159	1208	10494	15839	42070.00	22174	11102.67	9710
RB653_003533	CM069765.1	676939	677682	+	744	2218	755	1065	1626	504	1544	2454	597	878
RB653_003534	CM069765.1	678674	681391	+	2718	14277	11061.00	4520	3550	2207	3534	3656	1940	1785
RB653_003547	CM069765.1	681467	683130	-	1664	72	156	170	90	28	24	58	50	136
RB653_003548	CM069765.1	683528	686032	-	2505	56.50	1824	778	85	2250.67	1566.14	529.40	614	2622.50
RB653_003549	CM069765.1	686278	689953	+	3676	40	297	164	160	758	488	223.50	290	476
RB653_003561	CM069765.1	690054	694952	-	4899	220.20	750	627	387.67	752.72	622.76	429	246.22	1124.10
RB653_003550	CM069765.1	695450	696459	+	1010	939	416	758	104	74	64	138	72	298
RB653_003562	CM069765.1	696447	698622	-	2176	102	506	33	154	36	179	306	136	941
RB653_003551	CM069765.1	699235	699696	+	462	12109.00	12514.50	18022	6327.00	5241	5974	12695	8309	8945.00
RB653_003563	CM069765.1	699823	702038	-	2216	1083	409	422	1632	1040	1017	1407	640	841
RB653_003552	CM069765.1	704045	705135	+	1091	1840	424	1146	136	102	284	372	296	1507.00
RB653_003564	CM069765.1	708011	710930	-	2920	682	3420	1634	6837	1442	6036	12674	9348	9794
RB653_003565	CM069765.1	711322	714134	-	2813	850	2282	700	116	165.00	54	172	92	1007
RB653_003566	CM069765.1	716457	728652	-	12196	564	5604	956	2850	5175	6794	3844	3483.50	16464
RB653_003553	CM069765.1	730113	732061	+	1949	45574.00	6656.00	25071.00	10597	13252.00	3520	7053	4174	5538
RB653_003554	CM069765.1	732826	735335	+	2510	1595.00	196	666	48016.00	6989	13525.00	34863.00	29079.50	7902.50
RB653_003555	CM069765.1	735454	737190	+	1737	26	28	18	40	12	18	22	20	72
RB653_003556	CM069765.1	737596	739194	+	1599	400	248	276	1668	100	259	579	454	1065
RB653_003557	CM069765.1	739931	740929	+	999	2	2	2	104	14	72	159	100	42
RB653_003558	CM069765.1	742583	745225	+	2643	74.50	202.67	98.50	140.83	131.00	91.00	124.17	95.33	194.58
RB653_010807	CM069765.1	745660	745732	+	73	2	0	0	0	0	0	2	0	2
RB653_010808	CM069765.1	748376	748457	+	82	0	0	0	0	0	0	0	0	0
RB653_003567	CM069765.1	749596	752290	-	2695	132	174	10	349	1094	136	58	26	634
RB653_003568	CM069765.1	752687	754093	-	1407	32	6	14	84	95	130	94	76	200
RB653_010809	CM069765.1	760664	760735	-	72	0	0	0	0	0	0	0	0	41
RB653_003569	CM069765.1	761635	764805	-	3171	26	304	183	230	1955	2339	741	689	1658
RB653_003559	CM069765.1	765105	765409	+	305	118	6	30	960	190	240	630	321	180
RB653_010810	CM069765.1	767055	767125	+	71	0	0	0	0	0	0	0	0	0
RB653_010811	CM069765.1	768668	768741	-	74	0	0	0	0	0	0	0	0.33	0
RB653_010812	CM069765.1	780830	780920	-	91	0	0	0	0	0	2	0	0	0
RB653_003560	CM069765.1	781782	783299	+	1518	188	367	338	170	63	112	108	80	392
RB653_003570	CM069765.1	783374	785275	-	1902	523.33	325.96	425.00	322.69	249.42	183.42	267.67	178.31	399.40
RB653_003572	CM069765.1	785620	786024	+	405	422	103.50	208	144	116	68	32	42	120
RB653_003571	CM069765.1	786190	788426	-	2237	950	29560	6626	348	5234	4212	2418	3798	23724
RB653_003591	CM069765.1	789374	789862	-	489	3409.50	4220	12212	8521	22431	9995	9549.00	8383	20175
RB653_003573	CM069765.1	791166	792965	+	1800	698	674	511	1269	768	1174	1950	811	1514
RB653_003592	CM069765.1	793130	794142	-	1013	1094	336	950	372	518	353	400	310	546
RB653_003593	CM069765.1	794157	798290	-	4134	1886	4365	2292	2276	2328	1964	3007	1732	2940
RB653_003594	CM069765.1	798621	800265	-	1645	1268	538	636	1078	968	546	678	478	746
RB653_003574	CM069765.1	800694	801494	+	801	148	151	208	76	18	33	118	62	116
RB653_003595	CM069765.1	801586	803533	-	1948	174	16	64	418	186	152	188	66	136
RB653_003596	CM069765.1	803970	807437	-	3468	166.19	1566.36	968.79	126.50	247.19	974.62	180.09	188.65	2000.32
RB653_010813	CM069765.1	811061	811132	+	72	0	0	0	2	0	0	0	0	4
RB653_010814	CM069765.1	816037	816118	+	82	0	0	0	2	0	4	0	0	2
RB653_003575	CM069765.1	816381	817976	+	1596	576.00	1059	660.00	600	528.00	346	280	136	946.00
RB653_003576	CM069765.1	818955	823361	+	4407	1230	1890	546	1176.00	744	910	1589	1724	2306
RB653_003577	CM069765.1	823653	824138	+	486	347	136	314	16	0	10	18	12	61
RB653_003598	CM069765.1	824132	827320	-	3189	15343	12402	5299.00	7976	3696	4616	6385	7794	11327
RB653_003578	CM069765.1	828166	828872	+	707	4282	647	1327.50	675	72	108	273	170	2134
RB653_003599	CM069765.1	828884	831009	-	2126	3276	1018	1094	5092	3954	2560	3158	2405	2372
RB653_003579	CM069765.1	832506	833994	+	1489	414	180	153	1301	1143	586	616	388	634
RB653_003580	CM069765.1	836811	838978	+	2168	1970	446	785	3805	2047	1459	2391	1446	1721
RB653_003581	CM069765.1	839617	840035	+	419	40	0	8	56	14	8	8	10	0
RB653_003582	CM069765.1	840188	841418	+	1231	1286	714	1070	564	142	284	412	214	736
RB653_003600	CM069765.1	841429	844083	-	2655	430	516	860	587	782	468	254	310	884
RB653_003601	CM069765.1	844235	846380	-	2146	46	102	16	825	678	162	248	120	384
RB653_003583	CM069765.1	847717	851351	+	3635	626	192	289	4084.00	1128	811	1104	785	2107
RB653_003602	CM069765.1	851370	854411	-	3042	392	11841.00	7043.00	4267	5098	6790	6384	3598	14649.00
RB653_003603	CM069765.1	854662	856210	-	1549	490	1346	723	1341	1296	1272	1291	838	1584
RB653_003584	CM069765.1	856675	857768	+	1094	108	162	108	122	28	124	256	180	213
RB653_003604	CM069765.1	857794	859551	-	1758	28241	15981.50	18405	4750	4212	1102	1612	322	13630
RB653_003585	CM069765.1	859973	861781	+	1809	246	4250	2704	2076	5372	2956	2376	1676	4878
RB653_003586	CM069765.1	861885	863621	+	1737	1794.00	1332	1187.00	2270.67	2508	834.29	609.53	359.40	1750.83
RB653_003605	CM069765.1	863773	863976	-	204	157	46	58	167	268	194	296	258	119
RB653_003587	CM069765.1	864165	869192	+	5028	1460	216	156	18279	58302	10546	16094	17294	1256
RB653_003588	CM069765.1	869555	874166	+	4612	5592	290	554	65194	223884.50	59651	71668	55694.00	4300
RB653_003589	CM069765.1	874240	877277	+	3038	500	2002	322	226	98	86	88	78	2082
RB653_003590	CM069765.1	877583	884568	+	6986	459.00	574.67	501	1729	1303	1290	1642	574	1321
RB653_003606	CM069765.1	884680	886296	-	1617	244	128	188	172	46	112	174	180	542
RB653_003626	CM069765.1	887997	890128	-	2132	54	1402	226	250	588	624	258	288	2062
RB653_003627	CM069765.1	890247	891903	-	1657	144	278	74	50	48	64	148	84	388
RB653_003628	CM069765.1	892518	895597	-	3080	6	8	10	10	8	2	6	0	14
RB653_010815	CM069765.1	896726	896808	-	83	5	0	2	4	0	0	2	0	6
RB653_003607	CM069765.1	897432	897673	+	242	548.09	138.75	456.83	91.18	271.61	31.90	33.70	36.81	100.49
RB653_010816	CM069765.1	901155	901227	-	73	0	0	0	0	0	2	0	0	0
RB653_003629	CM069765.1	902224	903651	-	1428	14054	8022	6850	872	846	358	742	328	4314
RB653_003608	CM069765.1	903873	906071	+	2199	1668	1378	692.00	1325	926	762	1010.50	541.00	1790
RB653_003630	CM069765.1	906127	907601	-	1475	6404	1396	3157	3576	2346.00	2130.00	6264	1956	2216.50
RB653_003609	CM069765.1	907931	909120	+	1190	4376.00	1995	2619	2841	3611	1581	3811	1113	1526
RB653_003631	CM069765.1	909043	910025	-	983	1488	1238	2497.00	276	260	190	272	148	628
RB653_003610	CM069765.1	910707	912523	+	1817	66	52	334	72	18	84	158	121	336
RB653_003632	CM069765.1	913409	919887	-	6479	55	422	160	257	56	100	150	86	620
RB653_003611	CM069765.1	920364	921188	+	825	20	6	0	8	2	7	7	6	12
RB653_003633	CM069765.1	921398	925194	-	3797	42	204	108	512	92	721	943	272	586
RB653_003612	CM069765.1	926559	927044	+	486	0	0	0	2	2	11	11	7	2
RB653_003613	CM069765.1	927718	928164	+	447	44	0	4	356	1332	3062	5144	4378	7083
RB653_003634	CM069765.1	928241	930406	-	2166	84	2636.00	1354	198	2009	2654	802	1562.00	4194.50
RB653_003614	CM069765.1	930969	934904	+	3936	180	1120	617	2443.00	2418	2816	4242	1740	1560
RB653_010817	CM069765.1	936086	936169	+	84	0	0	0	0	0	0	0	0	0
RB653_003635	CM069765.1	936699	937415	-	717	2911	58	1054	8866	1610	6155	9641	11181	2714
RB653_003636	CM069765.1	937880	940916	-	3037	1716	2026.00	917	13278.50	9573	12887.60	8050	6803.33	9237
RB653_003637	CM069765.1	941744	942063	-	320	690	106	704	261	43	187	490	322	473
RB653_003615	CM069765.1	942599	944091	+	1493	1816	746	798	2907.00	938	1492	2917	1552	2107
RB653_003638	CM069765.1	944153	944929	-	777	434	202	536	280	68	90	90	100	305
RB653_003616	CM069765.1	945386	946475	+	1090	0	0	0	0	0	0	0	0	0
RB653_003639	CM069765.1	946577	948548	-	1972	461	534	517	1120	758	1249	1813	1354	1181
RB653_003640	CM069765.1	948913	951796	-	2884	4053	1684	1847	2107	2262	1809.50	2055	1112	1570
RB653_003641	CM069765.1	952371	959353	-	6983	466	3576	627	2327	1886	2340	1599	1428	6858
RB653_003617	CM069765.1	960205	961209	+	1005	6300.00	4052	4176.00	380	264	91	244	82	2000.00
RB653_003618	CM069765.1	961793	963671	+	1879	23265.00	22877	25525.00	16717.00	7537.00	8524.00	35384.00	112920.50	56579.50
RB653_003619	CM069765.1	965467	969216	+	3750	1781	4091	3315.00	15560.60	22997.00	11067.00	18073.00	6457	16771
RB653_003620	CM069765.1	969798	970825	+	1028	3054	1000	3602.00	1796	228	553	326	546	918
RB653_003642	CM069765.1	971974	973005	-	1032	5138.00	162	1060.00	18610.00	10945.00	13360.00	22210.00	12759.00	3684.00
RB653_003621	CM069765.1	973361	974056	+	696	0	0	4	43	0	16	69	123	126
RB653_003622	CM069765.1	974561	976514	+	1954	5687	306	934	24885.00	51811.00	23172.00	33258.00	22851.00	4739
RB653_003623	CM069765.1	976644	978173	+	1530	228	568	146	54	18	86	118	86	535
RB653_003624	CM069765.1	979155	981131	+	1977	382	233	153	3789.00	4368	2467	1766	3414	922
RB653_003625	CM069765.1	981547	985314	+	3768	650	2997.00	1724.00	1825.00	9453.00	3866	1653	1560	6960.00
RB653_003643	CM069765.1	985351	986088	-	738	22	2	0	1199	717	758	531	1537	101
RB653_003644	CM069765.1	986207	987328	-	1122	7	0	0	542	371	376	248	687	57
RB653_003659	CM069765.1	988204	994476	-	6273	128	3749	528	494	2270	2141	363	430	4967.00
RB653_003645	CM069765.1	995544	997247	+	1704	494	512	554	118	4	26	43	34	606.00
RB653_003660	CM069765.1	997574	997975	-	402	2	0	2	0	4	0	0	0	0
RB653_003661	CM069765.1	998220	998675	-	456	2797	907	1508	4304	797	1588	3759	170	4301
RB653_003662	CM069765.1	999132	999717	-	586	1453	24	288	727	724	655	1250	430	764
RB653_003663	CM069765.1	1000149	1003850	-	3702	548	536	289	873	1427	506	535	322	1107
RB653_003646	CM069765.1	1004230	1005675	+	1446	1500	802	794	865	982	481	574	526	964
RB653_003647	CM069765.1	1005793	1008695	+	2903	454	924	540	948	699	894	1011	815	1378
RB653_003664	CM069765.1	1012087	1014029	-	1943	24.56	20.23	17.52	37.22	14.47	35.79	34.99	17.47	87.18
RB653_003649	CM069765.1	1023016	1024215	+	1200	6603	4400	6540	9208	4044	10782	9156.00	6940	8812
RB653_003650	CM069765.1	1024773	1025402	+	630	348	392	329	122	312	44	122	118	412
RB653_003665	CM069765.1	1025448	1030698	-	5251	308	2192	644	931.50	94	164	182	80	4286
RB653_003666	CM069765.1	1030857	1032563	-	1707	8066.00	3086	7166	1038	306	382	656	322	2606
RB653_003651	CM069765.1	1033124	1034176	+	1053	2	0	0	6	0	0	0	0	8
RB653_003652	CM069765.1	1034375	1038707	+	4333	480	6270	3024	2092	5760	10288	5340	3687	14857
RB653_003667	CM069765.1	1038771	1040092	-	1322	80	40	58	98	26	50	36	34	74
RB653_003668	CM069765.1	1040277	1045543	-	5267	20	74	10	154	268	182	100	74	1332
RB653_010818	CM069765.1	1046855	1046927	+	73	0	0	0	0	0	6	2	0	18
RB653_010819	CM069765.1	1051042	1051113	-	72	0	0	0	0	0	6	4	6	2
RB653_003669	CM069765.1	1052255	1053533	-	1279	12	14	12	38	20	24	38	32	44
RB653_003653	CM069765.1	1053636	1054611	+	976	738	652	610	188	140	124	220	138	368
RB653_003670	CM069765.1	1054668	1058948	-	4281	234	742	472	1648	2117	2044	1260	1198.00	1448
RB653_003654	CM069765.1	1066286	1068024	+	1739	29118	18275.00	37254	30085.50	44173.50	16237	20924.00	12160.00	26887.00
RB653_003671	CM069765.1	1068105	1069411	-	1307	3497.50	828.50	2345	505.90	158	202.83	122.67	102	553.33
RB653_003655	CM069765.1	1070228	1077508	+	7281	585	6917	1886	4083	18335	19693.00	8014	9386	21463.00
RB653_003656	CM069765.1	1078296	1078989	+	694	6	0	2	13	16	6	18	34	28
RB653_003657	CM069765.1	1079078	1079781	+	704	8	0	6	37	8	38	63	44	97
RB653_003658	CM069765.1	1079855	1081207	+	1353	23	152	20	2	0	2	11	4	112
RB653_003672	CM069765.1	1081007	1086227	-	5221	1192	3984	2409	8037.00	4462	5165	4528	2127	7318
RB653_003673	CM069765.1	1088503	1090683	+	2181	1594	810	448	2079.00	1361	2000	3398	1922	1731
RB653_003674	CM069765.1	1091087	1093014	+	1928	184	172	106	106	78	124	264	210	361
RB653_003675	CM069765.1	1093383	1100990	+	7608	462	12005	2550.00	1788	722	1317	1307.00	1330	17964.00
RB653_003690	CM069765.1	1101153	1102033	-	881	20	2	16	7115	129	860	1940	6442	1612
RB653_003676	CM069765.1	1104096	1107181	+	3086	642	148	458	756	8	220	528	460	10606
RB653_003677	CM069765.1	1107683	1109526	+	1844	278	1593	284	200	71	411	402	362	1918
RB653_003678	CM069765.1	1110163	1111528	+	1366	4883.00	2821	2268	5057.50	5232	3299.00	5466.00	1253	6134.00
RB653_003691	CM069765.1	1111890	1112360	-	471	2974	452	1285	856	3354	722	639	592	643
RB653_003692	CM069765.1	1112501	1113598	-	1098	28	12	12	16046	198	2830	5043	10464	742
RB653_003693	CM069765.1	1114938	1118049	-	3112	38	32	100	164	72	52	78	80	76
RB653_003679	CM069765.1	1119544	1121562	+	2019	154	16	94	1224	208	1079	1303	971.67	632
RB653_003694	CM069765.1	1121638	1122840	-	1203	102	28	36	171	105	184	196	122	100
RB653_003695	CM069765.1	1122990	1125085	-	2096	4048	14400.40	5316.00	2380	3216.00	2338.22	1578	923.25	11714.19
RB653_003680	CM069765.1	1126929	1127738	+	810	10384	2169.00	2518	16188.00	8085	9683	29841.33	9327	7955.00
RB653_003681	CM069765.1	1128662	1128949	+	288	2561.00	557.00	1639.00	7120.00	6064.00	3141.00	5232.00	4901.00	1518
RB653_003696	CM069765.1	1129101	1131183	-	2083	3716	5548	4534	511	500	406	615	336	6839.75
RB653_003697	CM069765.1	1131358	1134742	-	3385	230	424	228	258	334	212	124	77	660
RB653_003682	CM069765.1	1136671	1137051	+	381	458	52	126	239	34	34	76	162	58
RB653_003683	CM069765.1	1137303	1141399	+	4097	586	3611	1699	3352	5157	1364	814	637	5950
RB653_003684	CM069765.1	1142463	1144823	+	2361	119	310	129	233	343	78	118	32	1090
RB653_003685	CM069765.1	1145823	1147234	+	1412	200	542	226	62	24	104	132	78	820
RB653_003698	CM069765.1	1147253	1149487	-	2235	496	338	488	374	136	200	154	162	592
RB653_003699	CM069765.1	1151375	1152063	-	689	14681	2124	6648	636	220	336	824	292	4394
RB653_003700	CM069765.1	1152435	1153510	-	1076	2231	454	600	2150	150	58	72	60	2266
RB653_003701	CM069765.1	1154291	1156348	-	2058	12	46	8	54	14	24	132	60	222
RB653_003686	CM069765.1	1156744	1157958	+	1215	22455	11697	9254	345	88	128	560	194	5845
RB653_003702	CM069765.1	1158191	1161346	-	3156	14	456	10	10	2	48	28	46	1112
RB653_010820	CM069765.1	1161830	1161901	-	72	0	0	0	0	0	0	0	0	4
RB653_003687	CM069765.1	1163263	1166693	+	3431	442	2404	786	2942	5449	5560	3913	3871	7765.00
RB653_003703	CM069765.1	1166891	1168430	-	1540	1022.00	569	474	1551	1228.00	1022	1747	642	1225
RB653_003704	CM069765.1	1168763	1170532	-	1770	202	44	38	6209	2244	2459	3400	6092	1551
RB653_003688	CM069765.1	1171197	1175900	+	4704	574	3947	1188	1456	575	887	853	1206	5074
RB653_003689	CM069765.1	1176160	1179459	+	3300	390	2488.00	578	101	79	112	144	58	2061
RB653_010821	CM069765.1	1179772	1179852	+	81	0	0	0	0	0	0	0	0.50	0
RB653_003724	CM069765.1	1180289	1180940	-	652	136	50	202	36	4	6	8	10	92
RB653_003725	CM069765.1	1180965	1182964	-	2000	4964	12578	13138	7498	7144	5100	10630	12164	16976
RB653_003726	CM069765.1	1183345	1192648	-	9304	136	4488	490	2792	11668.00	13092	2806	4571	20365.00
RB653_003705	CM069765.1	1195379	1201056	+	5678	996.50	2593.49	708.50	8790.97	6295.48	4661.48	14279.95	3337.98	6166.98
RB653_003706	CM069765.1	1201438	1206432	+	4995	447.50	925.49	430.50	6027.30	4820.65	4815.14	9190.78	3718.48	2765.98
RB653_003727	CM069765.1	1206357	1211619	-	5263	1584	2264	1600	1466	1792	1244	1308	1370	2560
RB653_003707	CM069765.1	1212761	1213736	+	976	108	243	130.00	178	172	172.67	184	131.00	212.00
RB653_003708	CM069765.1	1214453	1219311	+	4859	46	38	66	78	80	42	100	22	56
RB653_003709	CM069765.1	1219702	1222311	+	2610	368	786	950	484	178	130	208	142	638
RB653_003710	CM069765.1	1225007	1225804	+	798	11883	4777	9820	2031	3398	1450	2198	1988	3194
RB653_003711	CM069765.1	1226018	1228594	+	2577	24	42	106	76	6	36	22	22	42
RB653_003712	CM069765.1	1228943	1231471	+	2529	32	56	54	244	54	104	112	70	130
RB653_003713	CM069765.1	1233013	1235253	+	2241	34	96	62	52	20	94	78	66	122
RB653_010822	CM069765.1	1235953	1236025	-	73	0	0	0	0	0	2	10	6	54
RB653_010823	CM069765.1	1237407	1237488	+	82	0	0	0	0	0	0	0	0	0
RB653_010688	CM069765.1	1237591	1237708	+	118	43.67	6	78.00	4	0	4	6.00	1.33	33.67
RB653_003728	CM069765.1	1237847	1240473	-	2627	218	322	176.72	380	326	410	478	400	660
RB653_003714	CM069765.1	1240588	1241118	+	531	116	62	134	48	88	104	116	66	104
RB653_003729	CM069765.1	1241201	1244521	-	3321	468	408	708	627	298	183	374	190	717
RB653_003715	CM069765.1	1245387	1247326	+	1940	2090	5246	4900	2337	1914	2155	3632	1902	6500
RB653_003730	CM069765.1	1247289	1248025	-	737	4927	682	4792.00	847	302	489	372	330	538
RB653_003716	CM069765.1	1248620	1250343	+	1724	1906	361	818	943	613	696	755	425	556
RB653_003717	CM069765.1	1250996	1252702	+	1707	2122	1513	989	2446	2624	2276	2439	1158	2549
RB653_010730	CM069765.1	1253110	1253317	-	208	207.90	105.40	132	25	42	16	20	98.80	60
RB653_003731	CM069765.1	1253550	1254714	-	1165	810	980.00	576	888	966	678	1242	702	856
RB653_003732	CM069765.1	1254838	1257328	-	2491	78	148	124	18279	7492	7354	14560	15044	1072
RB653_010824	CM069765.1	1259350	1259421	-	72	0	0	0	0	0	0	0	0	0
RB653_003733	CM069765.1	1259829	1263786	-	3958	449	3990	626	629	4998	3186	851	926	7676
RB653_003734	CM069765.1	1264218	1264918	-	701	44	8	36	47	16	52	46	22	76
RB653_003718	CM069765.1	1265050	1265659	+	610	1666	208	742	1047	316	623	1030	476	738
RB653_003719	CM069765.1	1265939	1270352	+	4414	2	3900.00	474	46	376	817	214	818	6445
RB653_003720	CM069765.1	1270528	1272566	+	2039	2465	3488	1088	1512	1764	1068	1252	301	3329
RB653_003721	CM069765.1	1274394	1277174	+	2781	1221	13562	4761	49037	19818	51082	41323	90121.00	22454
RB653_003722	CM069765.1	1277429	1279247	+	1819	68	338	278	367	561	585	302	730	729
RB653_003735	CM069765.1	1279201	1280826	-	1626	1384	4487.50	2003	2614.00	2344	1888	3070	2086	3248.00
RB653_003736	CM069765.1	1281348	1283004	-	1657	56	26	98	12	30	46	38	84	224
RB653_003737	CM069765.1	1283895	1284611	-	717	3836	1472	1831	1430	2898	870	1101	668	1340
RB653_003723	CM069765.1	1285944	1287185	+	1242	472	584	328	460	44	330	1003	503	656
RB653_003738	CM069765.1	1287163	1288793	-	1631	2329	581	740.50	1670	1312	959	1282	1174	800
RB653_003762	CM069765.1	1289578	1291423	-	1846	34	0	9.60	272	75	380	314	204	217
RB653_003763	CM069765.1	1293209	1293718	-	510	0	0	0	10	3	8	10	14	2
RB653_003739	CM069765.1	1294686	1295771	+	1086	3966.00	868	2365.00	2469.00	2394	1767	1504	1485	2017
RB653_003764	CM069765.1	1296079	1296896	-	818	19344.00	3404	8966	6417.50	7788	4070	4553	4342	2352
RB653_003765	CM069765.1	1297087	1297726	-	640	6	0	4	22	2	50	46	28	30
RB653_003766	CM069765.1	1298002	1298895	-	894	4101	548	1388	781	334	176	377	200	1398
RB653_003767	CM069765.1	1299207	1300913	-	1707	1992	1086	1048	1040	352	298	612	280	642
RB653_003768	CM069765.1	1301259	1304556	-	3298	1192	436	386	1830	1012	1838	2170	1670	1452
RB653_003740	CM069765.1	1305488	1306531	+	1044	4368	5112	2440.00	533	749	319	777	212	3251.00
RB653_003741	CM069765.1	1307405	1308682	+	1278	5624	2771.00	3396.00	8872.00	5383	4011	7539.00	5380.00	4890.67
RB653_003769	CM069765.1	1308871	1310625	-	1755	76	222	80	102	581	56	16	58	342
RB653_003770	CM069765.1	1310841	1311299	-	459	10	0	44	20	4	28	44	46	62
RB653_003771	CM069765.1	1315532	1317576	-	2045	1633	1776	570	1139	1998	1359	2362	1368	4164
RB653_003772	CM069765.1	1317682	1320320	-	2639	276	2350	1726	1362	1616	1880	1284	1204	3456
RB653_003742	CM069765.1	1320504	1321223	+	720	389	408	364	290	308	168	249	142	518
RB653_003743	CM069765.1	1321636	1323445	+	1810	6244.00	11693	8953	1973.00	3789	1703	1999.50	1094	10474
RB653_003744	CM069765.1	1324430	1326604	+	2175	2336.33	1732	1304	3256.00	2426	2634	3792.00	1742	2859
RB653_003745	CM069765.1	1326992	1327797	+	806	334	258	250	292	72	98	133	163	310
RB653_003773	CM069765.1	1327820	1328763	-	944	738	702	648	600	42	118	288	296	318
RB653_003774	CM069765.1	1329076	1329737	-	662	1218	38	136	5774	1431	1396	3847.00	1906	912
RB653_003746	CM069765.1	1331503	1334336	+	2834	324	242	60	1507	198	146	615.00	372	354
RB653_003747	CM069765.1	1335002	1335975	+	974	10802	6746.00	8552.00	560	42	188	416	82	6096.00
RB653_003748	CM069765.1	1336988	1338569	+	1582	3280	3296	1256	1050	180	188	376	174	2274.00
RB653_003749	CM069765.1	1339018	1343126	+	4109	3510	22290.00	3130	2014	2346	1272	1034	714	3340
RB653_003750	CM069765.1	1344711	1346805	+	2095	2722	262	450	58642.50	51331.50	212914.67	48676.00	65327.00	17421.00
RB653_003751	CM069765.1	1347701	1348163	+	463	52186.50	2108	37124	101775.50	91243	92481.00	64285.00	87765.50	15913.00
RB653_003752	CM069765.1	1348501	1350384	+	1884	203	1034	504	838	748	836.50	467	316	1787.33
RB653_003753	CM069765.1	1350435	1353823	+	3389	23290.50	1847	7074	134960.00	53672.00	87329.25	222475.67	48678	12851
RB653_003754	CM069765.1	1354720	1357971	+	3252	40	108	34	5614	4670	6634	2044	7449	1166
RB653_003775	CM069765.1	1358048	1359251	-	1204	164	432	272	98	346	352	246	266	478
RB653_003755	CM069765.1	1359554	1360726	+	1173	294	270	168	798	766	518	900	484	614
RB653_003776	CM069765.1	1360849	1361973	-	1125	586	504	270	1087.00	596	420	880	688	448
RB653_003756	CM069765.1	1362159	1362766	+	608	2056	452	1886	932	156	638	566	698	538
RB653_003757	CM069765.1	1363129	1364836	+	1708	25080	6798	15311.00	5950	2744	3272	4756.50	3221	5704
RB653_003758	CM069765.1	1366414	1368078	+	1665	28	12	6	14019	92	4266	46379	37496	26982
RB653_003777	CM069765.1	1368304	1369888	-	1585	304	429	205.00	588.50	205	431.00	949	196	565.00
RB653_003759	CM069765.1	1369832	1371307	+	1476	2775	2049	1444	3541	2456	3046.00	5414	2478	2842
RB653_003778	CM069765.1	1371286	1373878	-	2593	479	6090	3899	717	1266	700	655	568	8225
RB653_003760	CM069765.1	1374324	1376836	+	2513	48	270	28	260	1372	118	110	134	986
RB653_010825	CM069765.1	1377346	1377417	-	72	0	0	0	0	0	0	0	0	0
RB653_003779	CM069765.1	1377944	1380221	-	2278	7145	10058	3868	1160	260	192	582	180	12255
RB653_003761	CM069765.1	1381002	1383010	+	2009	4934	7332	2726	472	192	314	282	226	8160
