# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../firmibasis_comparative_genomics/05_reference_genomes/ddis_combined_annotation.gff" "-o" "counts/counts_ddis.txt" "star_map_ddis/Ddis-0h-A.bam" "star_map_ddis/Ddis-0h-B.bam" "star_map_ddis/Ddis-0h-C.bam" "star_map_ddis/Ddis-16h-A.bam" "star_map_ddis/Ddis-16h-B.bam" "star_map_ddis/Ddis-16h-C.bam" "star_map_ddis/Ddis-24h-A.bam" "star_map_ddis/Ddis-24h-B.bam" "star_map_ddis/Ddis-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_ddis/Ddis-0h-A.bam	star_map_ddis/Ddis-0h-B.bam	star_map_ddis/Ddis-0h-C.bam	star_map_ddis/Ddis-16h-A.bam	star_map_ddis/Ddis-16h-B.bam	star_map_ddis/Ddis-16h-C.bam	star_map_ddis/Ddis-24h-A.bam	star_map_ddis/Ddis-24h-B.bam	star_map_ddis/Ddis-24h-C.bam
DDB_G0267678	NC_007087.3	556942	557274	+	333	5	2	2	6	4	0	0	4	7
DDB_G0267680	NC_007087.3	557566	558286	+	721	877	507	677	1802	516	162	490	901	562
rpb9	NC_007087.3	558538	559011	-	474	226	449	485	330	362	407	328	342	443
DDB_G0268308	NC_007087.3	558936	559342	+	407	465	818	931	515	538	96	541	705	788
ercc1	NC_007087.3	559492	561036	+	1545	234	598	453	115	215	182	359	444	484
DDB_G0267684	NC_007087.3	561516	564086	+	2571	78	304	128	98	146	160	619	208	281
DDB_G0267686	NC_007087.3	564277	571070	-	6794	519.10	2245.94	1034.80	3115.72	9490.20	4315.67	2910.46	3459.86	5874.07
DDB_G0268498	NC_007087.3	573341	576172	-	2832	529	6056	5634	725.50	2861	4910.00	4663	5469	5760
DDB_G0268310	NC_007087.3	577816	578337	+	522	6	4	0	648	237	128	122	156	116
cpnD	NC_007087.3	578409	580066	-	1658	10019	14898	9253	428	122	166	4434	896	1580
DDB_G0268312	NC_007087.3	580421	580716	-	296	56	22	58	212	8	4	4	6	8
icpA	NC_007087.3	581198	585318	+	4121	212	814	254	1611	2449.75	507	169	664	992
DDB_G0295847	NC_007087.3	585586	589828	-	4243	348	1619	548	52	48	52	694	386	809
DDB_G0268500	NC_007087.3	590684	595168	-	4485	1311.00	1340.00	1272	2206.62	2575.22	2262.00	1830.00	1952.39	1872.00
DDB_G0268502	NC_007087.3	595744	598501	-	2758	91	68	81	226	880.67	693	437	903.20	989.00
DDB_G0267692	NC_007087.3	600250	604291	+	4042	381	307.50	320.50	247.00	178	212	601.00	173.00	317.50
DDB_G0268314	NC_007087.3	604725	608840	+	4116	80	121.00	65.50	3.00	1	0	157.00	41.00	131.50
abcG20	NC_007087.3	609146	611416	+	2271	806	848	518	1482	1036	718	1068	1114	864
DDB_G0267694	NC_007087.3	611485	613188	-	1704	44	30	24	0	0	0	16	12	4
DDB_G0268316	NC_007087.3	613392	617600	-	4209	450	672	232	1002	1964	531	940.00	1486	1773
DDB_G0267696	NC_007087.3	622339	622954	-	616	52	29	8	90	30	52	60	35	33
DDB_G0267698	NC_007087.3	623530	624219	-	690	737	384	520	1547	192	120	467	534	460
DDB_G0267700	NC_007087.3	624602	625684	-	1083	0	0	0	188	27	18	41	36	22
DDB_G0267702	NC_007087.3	625985	626830	-	846	66	6	10	414	98	110	40	32	36
DDB_G0268318	NC_007087.3	627395	628219	+	825	4258	984	1795	15762.00	3913	356	1881	2089	2129
roco7	NC_007087.3	628403	636330	-	7928	1136	3501	1516	2021	3547	5188	4456	3588	4889
DDB_G0268320	NC_007087.3	637945	640745	-	2801	448.00	1981	1003	7087	12176.00	5478	5376.00	5665.00	6891.00
DDB_G0268504	NC_007087.3	642853	659065	+	16213	3151.00	12569.00	6246	1887.00	4365.00	2468	5681	12174	13418.67
DDB_G0268322	NC_007087.3	659396	660693	-	1298	48	28	16	44	27	58	56	34	38
mcfT	NC_007087.3	661668	662715	+	1048	12594.00	7537	7071.67	12617	4153.00	8931.00	4500	3449	3010
DDB_G0268506	NC_007087.3	663020	666459	-	3440	100	461	222	2	146	128	198	560.50	601.90
DDB_G0267706	NC_007087.3	670002	670854	+	853	821	442	607	1506.25	600	467.00	618	708	517
vps25	NC_007087.3	670930	671606	-	677	497.00	679	800	320	204	116	561	775	394
DDB_G0267710	NC_007087.3	673242	674981	+	1740	33.33	105	29	2281.00	2765.00	6988.50	29055.33	21331.00	49726.75
DDB_G0267712	NC_007087.3	675419	675964	+	546	13435.00	7602	10391	790	106	346	3582	1827	2409
sf3b4	NC_007087.3	676187	677352	-	1166	257.50	1649.75	1075.80	270.50	1007	1093.33	519.50	763.50	997.17
DDB_G0267716	NC_007087.3	678047	679663	-	1617	10	4	4	176	108	62	325	119	236.00
DDB_G0268324	NC_007087.3	679845	681131	-	1287	6.00	12.00	4	1	5	18.00	31.00	34	33
DDB_G0268326	NC_007087.3	682072	682953	-	882	0	0	0	4	0	12	18	16	3.50
DDB_G0268328	NC_007087.3	683499	695010	-	11512	156	1463.25	420.50	717	2155.90	680.33	820	1791.87	1957.97
DDB_G0267718	NC_007087.3	695658	697436	+	1779	520	644.00	502	650	979	394.00	829	1214.60	1109
DDB_G0267720	NC_007087.3	698211	699346	+	1136	1050.00	346	910	167	38	122	747	459	433
DDB_G0267722	NC_007087.3	699431	700187	-	757	2778	1855	2694	2542	754	138	1241	1692	879
DDB_G0267724	NC_007087.3	700627	703356	+	2730	58	56	34	16	8	12	24	6	22
sgmD	NC_007087.3	704053	705840	-	1788	7308	4026	4362	3730	1486	841	3325	3506	2632
DDB_G0268332	NC_007087.3	708045	708883	+	839	2065.66	2643.24	969.00	609.00	245.50	1072.05	3153.40	401.50	671.08
DDB_G0267726	NC_007087.3	711088	711951	+	864	1255.82	2111.07	510.00	484.00	144.50	535.05	2276.40	562.25	697.08
DDB_G0267728	NC_007087.3	713027	713821	+	795	588.00	1411.25	233.50	642	148	810.25	3222.67	727	2310.92
DDB_G0268334	NC_007087.3	714031	717583	-	3553	289	1012	555	639	929	791	536	764	996
dst2	NC_007087.3	719427	722987	+	3561	634	8389.00	2773	1941	11913	11033.00	2860.00	7194	11039
DDB_G0267732	NC_007087.3	723287	729518	-	6232	435	1606	783.67	784	1171.23	602	468	1001.80	1185.07
DDB_G0267734	NC_007087.3	730241	731113	+	873	6940	6400	12872	339	263	1358	1532	1787	1296
DDB_G0268336	NC_007087.3	731136	731927	-	792	498	264	423	58	12	18	186	114	154
DDB_G0268338	NC_007087.3	733269	733982	+	714	0	0	0	8	4	0	2	0	0
DDB_G0267736	NC_007087.3	734616	735299	-	684	1.29	10.88	2.78	3.00	11.15	13.09	3.57	7.28	14.00
DDB_G0267738	NC_007087.3	735466	735603	+	138	0	0.80	1.00	0.20	2.80	1.20	0.40	1.40	3.00
DDB_G0268508	NC_007087.3	735632	741152	+	5521	0	2.33	0.79	0	1.22	1.62	0.74	2.98	7.68
tRNA-Thr-AGU-3	NC_007087.3	735884	735955	+	72	0	0	0	0	0	0	0	0	0
DDB_G0268510	NC_007087.3	741690	742766	+	1077	0	0	0	0.40	2.54	2.38	0.60	0.67	5.64
DDB_G0268340	NC_007087.3	743291	746469	+	3179	0.53	0.82	0.77	1.33	0	1.92	0	2.15	5.63
DDB_G0267740	NC_007087.3	746953	749568	-	2616	4	0	0	0	0	0	6	0	0
tRNA-Asn-GUU-8	NC_007087.3	750033	750105	-	73	0	0	0	0	0	0	0	0	0
abcG15	NC_007087.3	752355	756877	+	4523	318	506	374	74	206	188	266	340	364
abcA2	NC_007087.3	758875	763979	+	5105	4457	21263	4254	3778	5292	12175	3398	17026	7108
DDB_G0267742	NC_007087.3	764516	767051	+	2536	26	4	2	76	36	64	68.25	158	102
DDB_G0267744	NC_007087.3	767152	768575	-	1424	1958	1878	1456	1076	404	124	1450	1886	768
wrn	NC_007087.3	769229	772726	-	3498	66	342	192	466	263	176	569	694.20	444
DDB_G0267746	NC_007087.3	774330	775937	+	1608	2958.50	1382	1344	27981	7915.67	9581	13912	12007.00	6762
cdc45	NC_007087.3	776324	778499	-	2176	582	488	504	3362	1235	676	418	550	658
DDB_G0268342	NC_007087.3	778920	779964	+	1045	0	0	0	0	0	4	0	0	0
DDB_G0267750	NC_007087.3	780178	783237	+	3060	120	80	30	188	100	18	232	136	154
DDB_G0267752	NC_007087.3	783552	786233	+	2682	272	910	358	118	42	24	694	618	534
DDB_G0267754	NC_007087.3	786322	788000	-	1679	507	390	518	1938	1092	398	624	1194	652
DDB_G0267756	NC_007087.3	788307	788933	-	627	100	40	90	32	0	10	60	36	36
DDB_G0267758	NC_007087.3	789209	791845	-	2637	60	260	108.86	74.67	122	28	98	147.50	200
tbck	NC_007087.3	792299	795646	+	3348	882	1858	1128	844	1228	520	926	1326	1472
DDB_G0267762	NC_007087.3	795721	797355	-	1635	16	8	16	10	0	0	10	16	12
DDB_G0268344	NC_007087.3	798097	799005	+	909	590	2052.00	2062.00	16	16	36	20	116	52
DDB_G0267764	NC_007087.3	799346	800788	-	1443	8	14	8	11155	827	540	563	831	436
tbcD	NC_007087.3	802089	806703	+	4615	64	384	196	84	170	108	140	204	302
gfm2	NC_007087.3	806804	809101	-	2298	188	206	310	8	18	22	118	376	262
DDB_G0267768	NC_007087.3	809267	810455	+	1189	2002	2610	2806	220	84	64	730	1200	732
DDB_G0268518	NC_007087.3	810583	811472	-	890	915	683	701	1668	566	170	486	328	334
DDB_G0268520	NC_007087.3	811678	815598	-	3921	82	410	136	266	694	226	256	323	627
psmG3	NC_007087.3	816236	816791	+	556	714	498	542	756	156	61	456	441	307
cnbA	NC_007087.3	816934	817967	-	1034	9662	3678	4668	18643	4680	1681.00	6092	8512.00	3530
tRNA-Ser-UGA-1	NC_007087.3	818727	818808	+	82	0	0	0	0	2	0	0	0	1
tRNA-Cys-GCA-1	NC_007087.3	818921	818992	+	72	0	0	0	2	2	2	0	2	0
DDB_G0267770	NC_007087.3	820114	821706	+	1593	30	16	52	170	78	20	154	54	112
tRNA-Ser-UGA-4	NC_007087.3	822333	822414	-	82	0	0	0	2	0	1	0	0	2
DDB_G0267772	NC_007087.3	824718	825057	+	340	0	0	0	27	8	8	15	13	2
abkC	NC_007087.3	825289	827478	-	2190	806	1069	856	726	762	532	398	586	620
DDB_G0267776	NC_007087.3	827764	832445	-	4682	4399	12745	6789	4785	7495	6407	8737	8480	10517
repD	NC_007087.3	833130	835460	-	2331	632	1544	1026	160	286	438	511	762	906
tRNA-Pro-UGG-2	NC_007087.3	835755	835825	+	71	0	0	0	0	0	0	0	0	0
DDB_G0267778	NC_007087.3	835920	836792	+	873	0	0.25	0.67	1.26	3.63	0.50	0.25	1.92	3.00
DDB_G0267780	NC_007087.3	836942	840235	+	3294	0.94	51.29	21.26	3.34	352.52	164.59	22.88	81.75	237.20
DDB_G0268524	NC_007087.3	842918	848447	+	5530	0.33	7.58	2.51	0	3.96	4.29	0.74	2.00	8.09
tRNA-Pro-UGG-3	NC_007087.3	843216	843286	+	71	0	0	0	0	0	0	0	0	0
DDB_G0267782	NC_007087.3	848927	849067	+	141	0	0	0	0	0	0	0	0	0
DDB_G0267784	NC_007087.3	849532	851483	-	1952	710	1230	588	268.40	727.25	437	376	589.50	639.67
DDB_G0267786	NC_007087.3	852021	853903	-	1883	5773	9119	5902	646	204	694	7215	5372	7484
DDB_G0267788	NC_007087.3	854978	855903	-	926	1203	1733.50	1140	494	1043	1869	2647	2552	2086
DDB_G0267790	NC_007087.3	857737	858188	+	452	6263	1818	2868	352	48	40	421	246	489
DDB_G0267792	NC_007087.3	858290	859778	-	1489	6	2	6	1920	1237	844	732	2635	1093
DDB_G0267794	NC_007087.3	860671	862593	-	1923	152	1182	990	42	82	96	276	404	713
DDB_G0267796	NC_007087.3	863148	865925	+	2778	250	2651.00	1179	540	1788.00	1137	423	1658	1947
DDB_G0268346	NC_007087.3	866636	867904	+	1269	145	54	64	1424	1023	992	1630	1807	1411
DDB_G0268348	NC_007087.3	868196	872344	+	4149	136	228.75	176	32	12.67	16	76	168	116.80
CBP2	NC_007087.3	872490	873185	-	696	71159.50	7016	14857	235522.00	22906	46207	13760	7856	10846
DDB_G0268526	NC_007087.3	874156	876609	+	2454	68	501	138	50	126	190	130	116.50	267
DDB_G0267798	NC_007087.3	877260	880427	+	3168	457	1765.89	721.05	729	2093.00	893.00	1536	1595	3386.62
DDB_G0268350	NC_007087.3	881664	884690	+	3027	86	247.40	78	761	2227	800.50	951	995	1758
DDB_G0268352	NC_007087.3	885149	889039	+	3891	422	658	362	22	16	18	370	62	306
DDB_G0267800	NC_007087.3	889672	891537	+	1866	581	652	523	583	349	230	634	770	744.00
gxcGG	NC_007087.3	891838	894228	-	2391	1741	1895	1197	5419	6302.00	5669	14136	15519	16450
DDB_G0267802	NC_007087.3	897809	898549	-	741	0	1	0	4	0	13	2	7	9
DDB_G0267804	NC_007087.3	899153	902230	+	3078	1379	2554.00	1195.00	105	137.80	389	864.00	980	1278.50
DDB_G0267806	NC_007087.3	902462	902590	-	129	0	0	0	35	31	15	20	11	19
DDB_G0267808	NC_007087.3	903471	905468	+	1998	42.33	68.25	34	182	808.67	258	294	232	481.00
DDB_G0267810	NC_007087.3	905813	908316	-	2504	88.00	718.17	349.22	205	745.00	138	170	504.57	750.47
DDB_G0267812	NC_007087.3	909280	910089	+	810	2	0	0	96	46	34	98	10	64
DDB_G0267814	NC_007087.3	910680	912284	+	1605	566	538	463.67	531	100	118	815	1210	552
DDB_G0267816	NC_007087.3	913536	914612	+	1077	779	533	449	1907	1521	790	2331.00	2605	1964
DDB_G0267818	NC_007087.3	914771	918553	-	3783	62.50	378.17	263.89	12.57	66.34	17.07	187.60	190.57	414.31
DDB_G0267820	NC_007087.3	919584	920681	-	1098	158	72	72	56	104	32	188	228	150
DDB_G0267822	NC_007087.3	920878	922078	+	1201	118	384	284	36	172	106	222	792	456
DDB_G0267824	NC_007087.3	922136	923726	-	1591	648	1061	950	96	38	30	381	648	452
DDB_G0267826	NC_007087.3	924216	925787	-	1572	12	8	8	1828	1613	290	641	605	605
DDB_G0267828	NC_007087.3	926752	929405	+	2654	136	211	56	1398	1922.00	446	746	702	1153.00
gemA	NC_007087.3	929880	932237	-	2358	300	646	528	448	396	298	262	318	498
DDB_G0267832	NC_007087.3	932664	934661	-	1998	120	198	116	1619	1997	1429	720	1358	1112
DDB_G0268358	NC_007087.3	936052	938060	+	2009	785	789	422	1862	2120	1895	1319	929	1308
DDB_G0267834	NC_007087.3	939089	940508	+	1420	711	563	491	391	901	272	476	1231	537
DDB_G0267836	NC_007087.3	940974	942790	+	1817	506.50	392	416	744	796	304	665	640	805
corA	NC_007087.3	943374	944711	-	1338	6294	114055.00	176001.33	8022	14426	77382.00	46691.50	57627	52157
DDB_G0268528	NC_007087.3	945806	947605	+	1800	1	17.13	7.00	9.29	34.37	90.30	49.61	94.07	124.04
tRNA-Ser-UGA-2	NC_007087.3	946092	946173	+	82	0	0	0	0	0	0	0	0	0
DDB_G0268360	NC_007087.3	948334	948958	-	625	24769.50	11044.50	16338	8390.00	2673	4830	4854	3558	4131.50
DDB_G0267838	NC_007087.3	949001	949753	+	753	1505	719	765	4365	4141	1118	2736	2900.00	3559.50
rpmA	NC_007087.3	950030	952882	-	2853	488	576	856	296	961	2627	1346	2023	1732
DDB_G0268530	NC_007087.3	953297	953800	+	504	0	0	0	0	2	0	0	0	1
DDB_G0267840	NC_007087.3	954390	958768	+	4379	202	120	71	2482	6309	5327	3955	3077	4693
DDB_G0267842	NC_007087.3	959377	960403	+	1027	34	16	58	1030	86	406	1000	339	238
expl6	NC_007087.3	961152	962309	+	1158	26	18	18	29770	3668	6138	10966	5268	3416
expl1	NC_007087.3	962846	963926	+	1081	4002	1113	2403	1188	178	494	2766	1414	1265
DDB_G0267848	NC_007087.3	964384	965467	+	1084	2414	1886.00	2026	542	190	512	903	618	725
DDB_G0267850	NC_007087.3	965758	967822	+	2065	14	1212	444	26	130	225	382	1300	1758
DDB_G0267852	NC_007087.3	968117	968896	-	780	1124	752	602	738	373	248	545	694	402
gxcD	NC_007087.3	970209	973782	+	3574	1482	5977	2704	4445	9622	10269	11724.00	8306	9492.00
DDB_G0267856	NC_007087.3	974099	976591	+	2493	178	204	154	370	300	94	266	303	428
DDB_G0267858	NC_007087.3	977722	980295	+	2574	1335.00	1307.00	788	109	70	42	398	136	538
DDB_G0268362	NC_007087.3	980835	983272	+	2438	50	40	23.90	464	501	206	371	252	249
DDB_G0267860	NC_007087.3	983481	984122	-	642	38	10	8	800	336	98	208	244	192
DDB_G0267862	NC_007087.3	984537	985406	+	870	18	6	4	70	30	12	18	20	16
DDB_G0267864	NC_007087.3	985707	986657	-	951	85	24	16	168	78	24	100	62	100
DDB_G0268364	NC_007087.3	986994	989265	+	2272	78.37	958.08	464.61	174.52	861.31	660.41	304.07	518.72	1157.48
DDB_G0268366	NC_007087.3	989851	991118	+	1268	292	298	239	362	170	46	166	198	174
DDB_G0267866	NC_007087.3	991453	992043	-	591	4277	3935	4241	1946	1303	933	1471	867	1381
DDB_G0267868	NC_007087.3	992499	994469	-	1971	24	2	2	92	90	518	2630	3909	1759
rnf113	NC_007087.3	995736	996910	+	1175	1452	912	1022.50	1402.00	745	492	1183	1066	960
DDB_G0268370	NC_007087.3	1000903	1001043	-	141	2	1	6	16	3	0	17	6	32
mybAA	NC_007087.3	1003245	1006160	+	2916	508	3476.48	1118.81	3055.69	10610.30	21402.07	10268.28	7535.67	16269.56
dcd2B	NC_007087.3	1007048	1009918	+	2871	1006	92	186	3647	2388	9261	3042	5256	4232
naprt	NC_007087.3	1010098	1012044	-	1947	3043	5499	4258	482	522	742	1945	1876	2261
DDB_G0267872	NC_007087.3	1012281	1014423	-	2143	40	74	46	12	20	18	52	124	74
DDB_G0268534	NC_007087.3	1014659	1015216	-	558	3294	2497	3392	1112	564	418	854	1386	1176
DDB_G0268376	NC_007087.3	1015734	1016551	+	818	6	4	2	12	18	6	4	16	12
DDB_G0267874	NC_007087.3	1016994	1019162	+	2169	279	325	156	135.00	106	74	256	310	284
DDB_G0268536	NC_007087.3	1020423	1022453	+	2031	713	564	392	880	790	620	782	750	740
psmA5	NC_007087.3	1022895	1023978	+	1084	26084.00	13263.00	14774.00	3722.00	980	3025	5113.00	2774.00	3532.00
DDB_G0267876	NC_007087.3	1024145	1024920	-	776	2	4	2	8	0	12	10	6	4
DDB_G0267878	NC_007087.3	1025189	1028129	+	2941	82	36	32	152	84	56	152	118	170
DDB_G0267880	NC_007087.3	1028328	1028897	+	570	244	184	176	30	2	14	66	72	48
DDB_G0267882	NC_007087.3	1029261	1031066	-	1806	233	2279.00	1562	508	4054.67	2963	1542	2746	4128
alg12	NC_007087.3	1032061	1034001	-	1941	777	749.07	373.50	445.75	375.32	569.50	803.25	575.60	702.48
amtC	NC_007087.3	1034624	1036114	+	1491	1286	1317	807	6414.50	4478	4969	3502	2877	2536
DDB_G0267886	NC_007087.3	1036314	1038005	-	1692	34	114	120	10	82	100	82	130	334
DDB_G0267888	NC_007087.3	1038511	1042005	-	3495	10	33.40	8	323	2758	2948.00	860	1058	2630.95
DDB_G0267890	NC_007087.3	1042896	1044435	-	1540	306.00	788	562	293	1427.50	574	656.50	757	1384
DDB_G0267892	NC_007087.3	1045342	1047918	-	2577	2398	3368	1677	881	2094	1639	2217	2439	4370
DDB_G0267894	NC_007087.3	1051356	1052030	-	675	4520	1791	3183	4625	1627	1097	4084	2250	3160.00
DDB_G0267896	NC_007087.3	1052627	1053253	-	627	100	36	38	645	140	84	130	612	248
DDB_G0267898	NC_007087.3	1053842	1055149	-	1308	69	20	20	2256	1026	2256	3187.00	3060	2218
DDB_G0302588	NC_007087.3	1056562	1067586	-	11025	470	4388.00	968.00	729	5740.00	2568	581	2288.00	4835.29
DDB_G0267902	NC_007087.3	1071888	1074531	+	2644	217	98	96	1341	1479	730	1404	1495	2225
DDB_G0268382	NC_007087.3	1076498	1076890	+	393	7	0	4	8	2	0	6	6	2
DDB_G0267904	NC_007087.3	1077141	1080667	-	3527	493	582	578	3066	1380	872	466	860	710
DDB_G0267906	NC_007087.3	1080926	1082242	-	1317	2358	5845	3606.00	1344	1068	602	1160	1623	1361
DDB_G0267908	NC_007087.3	1083269	1083568	+	300	2617	1034	2355	575	107	64	1098	1334	882
sigK	NC_007087.3	1084166	1085446	+	1281	2	16	12	5523	2344	37373.50	14745	15181	11879.00
DDB_G0268384	NC_007087.3	1085918	1089019	+	3102	830	3348	1572	252	648	482	1167	1372	2441
ugt2	NC_007087.3	1089190	1090568	-	1379	0	0	0	57.00	7.00	4	6	28.00	6
DDB_G0268542	NC_007087.3	1091218	1091622	+	405	2	0	2	88	38	48	41	28	46
ugt3	NC_007087.3	1091709	1093085	-	1377	0	0	0	37.00	13.00	2	4	4.00	28
pspA	NC_007087.3	1093913	1094419	-	507	2	468	294	762855.16	244071.39	322732.00	103730.00	61351.14	63528.00
DDB_G0268546	NC_007087.3	1095713	1096937	-	1225	385	65	81	931	279	112	348	284	380
pikF	NC_007087.3	1099622	1104015	+	4394	596	2623	1419	394	603	616	823	1310	1702
DDB_G0268386	NC_007087.3	1104198	1106228	-	2031	728	1752	1474	886	1225	386	940	1392	1152
DDB_G0267910	NC_007087.3	1106720	1108333	-	1614	1058	776	906	1768	364	150	890	810	396
DDB_G0268388	NC_007087.3	1108930	1110561	-	1632	538	270	286	203	28	34	146	90	118
DDB_G0268390	NC_007087.3	1110890	1112145	-	1256	12	6	0	0	2	0	4	2	4
DDB_G0267912	NC_007087.3	1112268	1112426	-	159	2	0	0	0	0	0	0	0	0
DDB_G0267914	NC_007087.3	1112700	1114253	-	1554	946	1278	678	480	204	64	1132	778	740
mtmr15	NC_007087.3	1114621	1117968	-	3348	54	68	18	300	304	112	164	286.00	440
DDB_G0267918	NC_007087.3	1118591	1121104	+	2514	196	658.20	228.60	364.29	830.29	68	320	425	745
DDB_G0267920	NC_007087.3	1121667	1122038	+	372	0	2	0	4	0	0	0	2	0
cupA	NC_007087.3	1122624	1123895	+	1272	1418.24	3860.92	1699.11	306.05	113.05	158.53	2707.48	484.71	1571.12
DDB_G0267922	NC_007087.3	1125063	1125549	-	487	0	0	0	0	0	0	0	0	0
DDB_G0267924	NC_007087.3	1128799	1132710	+	3912	3551	14441	9194	9172.00	36707.00	12167.00	9139	10735	7416
DDB_G0268392	NC_007087.3	1133102	1133283	+	182	0	0	0	0	0	0	0	0	0
DDB_G0267926	NC_007087.3	1133623	1135179	-	1557	4	8	2	3	8	10	5	0	8
DDB_G0268394	NC_007087.3	1135912	1139439	+	3528	570	3145	1690	931.33	4152	2719	3118	2512	4234
sep15	NC_007087.3	1139853	1140479	-	627	13557	5840	8234	19808	2791	2945	5680	5208	2723
tmem144B	NC_007087.3	1141518	1142703	+	1186	2622	3166	1905	1778.33	374	442	2791	2857	1155
DDB_G0267930	NC_007087.3	1143814	1144065	+	252	408.00	224	621	1344	709	436	61	89	39.00
DDB_G0267932	NC_007087.3	1145056	1145211	+	156	203	26	28	160	26	57.50	321.67	60	53
DDB_G0268550	NC_007087.3	1145507	1147336	-	1830	2	0	0	170	88	48	146	190	98
fnkB	NC_007087.3	1147906	1149691	-	1786	16	16	26	5688	628	600	418	526	578
DDB_G0268398	NC_007087.3	1150368	1150689	-	322	2	2	6	21388.67	4881.50	2175.50	399	540	231
DDB_G0268400	NC_007087.3	1151178	1151529	-	352	2	8	20	16329.00	3215.50	1921.50	295	302	216
DDB_G0267936	NC_007087.3	1152289	1152619	+	331	6	2	2	9483.40	2335.00	1336	140	144	119
DDB_G0267938	NC_007087.3	1153178	1156723	+	3546	147.17	377.33	136.71	218	286.67	158.60	242.33	229	294.67
rab24	NC_007087.3	1157427	1158481	-	1055	1737	2329	1065.00	354	960	1096	2073	1747	2597.50
DDB_G0267940	NC_007087.3	1159902	1161696	+	1795	297	142	207	3445.00	1203	280	2712	2087	1599
DDB_G0267942	NC_007087.3	1161933	1165193	-	3261	839	3130.69	2425.33	3103	7976.62	5409.47	2485	5815.33	5671.20
DDB_G0267944	NC_007087.3	1166420	1166963	+	544	15	4	4	20	33	3	20	20	38
DDB_G0267946	NC_007087.3	1167122	1167316	+	195	4	0	2	11	29	75	10	16	39
sonA	NC_007087.3	1168646	1170444	-	1799	6956.50	14106.00	8565.50	11326	11697.50	22598	10904.00	8429	12555.50
DDB_G0267948	NC_007087.3	1170991	1172151	-	1161	141	1565	626	128	823.50	1052	732	867	1744.10
copE	NC_007087.3	1172814	1173875	+	1062	4868	3869	4086	3401	1241	630.00	1724	1962	1492
DDB_G0267952	NC_007087.3	1173990	1175066	-	1077	2528	1038	1214	2884	694	1182	1082	1592	532
DDB_G0267954	NC_007087.3	1175758	1177189	+	1432	185	88	144	43	38	26	54	90	96
abiA	NC_007087.3	1177308	1178404	-	1097	601	8022.00	3416	1150	3020.00	4936	4683	3970.00	5268.00
DDB_G0267958	NC_007087.3	1179370	1181659	+	2290	172	1026	624	333	736	262	112	313	725
DDB_G0268552	NC_007087.3	1182084	1184169	+	2086	1243	646	678	2142	695	214	1456.50	1138.50	869
DDB_G0268404	NC_007087.3	1184694	1187746	+	3053	401	1387.00	842.80	252.00	1487.00	626	709.00	1302.00	1723.00
cog4	NC_007087.3	1187972	1190807	-	2836	326.00	804.33	507.17	58.40	145.80	70.08	319.40	358.13	567.84
tsuA	NC_007087.3	1191800	1198906	+	7107	787.20	2108.34	1079.45	2959.20	3857.26	2617.11	2043.29	2329.66	3120.68
DDB_G0267964	NC_007087.3	1199077	1199454	-	378	2	0.50	0	84	34	118	196	272	182
sigD	NC_007087.3	1199961	1201386	+	1426	6	6	6	115	22	10289	1724	1379	873
pyd1	NC_007087.3	1202711	1205883	+	3173	3981	23950.67	17955.50	2226	7617	12850	7405	15644.50	13785.00
DDB_G0268406	NC_007087.3	1206080	1206733	-	654	0	0	0	30	14	8	12	26	12
DDB_G0267968	NC_007087.3	1207158	1209051	+	1894	48	57.50	49	75	84	30	136	124	113
DDB_G0267970	NC_007087.3	1209177	1209413	-	237	21	2	4	15	8	21	7	12	4
DDB_G0268554	NC_007087.3	1209766	1211808	+	2043	68	722.50	289.50	60	142.00	60	114.00	164.00	210
DDB_G0267972	NC_007087.3	1212397	1212742	+	346	0	0	0	0	0	0	0	2	0
DDB_G0268408	NC_007087.3	1213138	1213880	+	743	0	4	0	0	0	0	0	0	4
DDB_G0267974	NC_007087.3	1214003	1217095	-	3093	368	1502	1029	14	20	18	514	505	1224
aph1	NC_007087.3	1217963	1219191	-	1229	1759	916.00	761	4921.00	2073	1140	2251	1974	1417
krsB	NC_007087.3	1220851	1224573	+	3723	12362.00	20175.50	11670.67	14477.00	15657.80	16843.00	18925.00	12293.00	16783.40
drnB	NC_007087.3	1225333	1229934	+	4602	40.67	395.73	183.15	146.15	430.62	278.50	190.22	369.50	490.90
mocs3	NC_007087.3	1230144	1231512	-	1369	360	314	300	350	168	139	210	210	210
copA	NC_007087.3	1232234	1235989	+	3756	1720	16614	11332	1126	5206	5451	3655	7135	9396
DDB_G0267984	NC_007087.3	1236115	1237782	-	1668	2174	2048	2144	1951	1488	1473	1404	1090	936
DDB_G0267986	NC_007087.3	1238363	1240237	+	1875	22	0	0	14	16	46	32	8	8
DDB_G0267988	NC_007087.3	1240356	1241711	-	1356	550	208	260	1088	488	222	546	356	375
ypel	NC_007087.3	1242726	1243286	-	561	1718	424	828	7929	3921.00	2306	5802.50	4505	3818
DDB_G0267992	NC_007087.3	1244589	1245377	-	789	2092	1522	660	2001	1995	1893	1319	1171	1433
